hour,year,month,day,hour_of_day,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14
28,2015,1,2,4,0.000000,0.000000,10.206240,0.000000,0.000000,30.618720,7.654680,0.000000,0.000000,0.000000,0.000000,20.412480,0.000000,0.000000
29,2015,1,2,5,0.000000,0.000000,8.678160,0.000000,0.000000,26.034480,6.508620,0.000000,0.000000,0.000000,0.000000,17.356320,0.000000,0.000000
30,2015,1,2,6,0.000000,0.000000,10.460440,0.000000,0.000000,31.381320,7.845330,0.000000,0.000000,0.000000,0.000000,20.920880,0.000000,0.000000
31,2015,1,2,7,0.000000,0.000000,12.510640,0.000000,0.000000,37.531920,9.382980,0.000000,0.000000,0.000000,0.000000,25.021280,0.000000,0.000000
32,2015,1,2,8,0.000000,0.000000,7.307120,0.000000,0.000000,21.921360,5.480340,0.000000,0.000000,0.000000,0.000000,14.614240,0.000000,0.000000
33,2015,1,2,9,0.000000,0.000000,5.051840,0.000000,0.000000,15.155520,3.788880,0.000000,0.000000,0.000000,0.000000,10.103680,0.000000,0.000000
34,2015,1,2,10,0.000000,0.000000,4.963120,0.000000,0.000000,14.889360,3.722340,0.000000,0.000000,0.000000,0.000000,9.926240,0.000000,0.000000
35,2015,1,2,11,0.000000,0.000000,7.844400,0.000000,0.000000,23.533200,5.883300,0.000000,0.000000,0.000000,0.000000,15.688800,0.000000,0.000000
36,2015,1,2,12,0.000000,0.000000,13.910640,0.000000,0.000000,41.731920,10.432980,0.000000,0.000000,0.000000,0.000000,27.821280,0.000000,0.000000
37,2015,1,2,13,0.000000,0.000000,16.915160,0.000000,0.000000,50.745480,12.686370,0.000000,0.000000,0.000000,0.000000,33.830320,0.000000,0.000000
38,2015,1,2,14,0.000000,0.000000,17.109240,0.000000,0.000000,51.327720,12.831930,0.000000,0.000000,0.000000,0.000000,34.218480,0.000000,0.000000
39,2015,1,2,15,0.000000,0.000000,17.725240,0.000000,0.000000,53.175720,13.293930,0.000000,0.000000,0.000000,0.000000,35.450480,0.000000,0.000000
40,2015,1,2,16,0.000000,0.000000,19.576560,0.000000,0.000000,58.729680,14.682420,0.000000,0.000000,0.000000,0.000000,39.153120,0.000000,0.000000
41,2015,1,2,17,0.000000,0.000000,18.899120,0.000000,0.000000,56.697360,14.174340,0.000000,0.000000,0.000000,0.000000,37.798240,0.000000,0.000000
42,2015,1,2,18,0.000000,0.000000,18.339960,0.000000,0.000000,55.019880,13.754970,0.000000,0.000000,0.000000,0.000000,36.679920,0.000000,0.000000
43,2015,1,2,19,0.000000,0.000000,20.302440,0.000000,0.000000,60.907320,15.226830,0.000000,0.000000,0.000000,0.000000,40.604880,0.000000,0.000000
44,2015,1,2,20,0.000000,0.000000,20.569440,0.000000,0.000000,61.708320,15.427080,0.000000,0.000000,0.000000,0.000000,41.138880,0.000000,0.000000
45,2015,1,2,21,0.000000,0.000000,20.502320,0.000000,0.000000,61.506960,15.376740,0.000000,0.000000,0.000000,0.000000,41.004640,0.000000,0.000000
46,2015,1,2,22,0.000000,0.000000,21.920160,0.000000,0.000000,65.760480,16.440120,0.000000,0.000000,0.000000,0.000000,43.840320,0.000000,0.000000
47,2015,1,2,23,0.000000,0.000000,20.434120,0.000000,0.000000,61.302360,15.325590,0.000000,0.000000,0.000000,0.000000,40.868240,0.000000,0.000000
48,2015,1,2,24,0.000000,0.000000,18.925880,0.000000,0.000000,56.777640,14.194410,0.000000,0.000000,0.000000,0.000000,37.851760,0.000000,0.000000
49,2015,1,3,1,0.000000,0.000000,19.835680,0.000000,0.000000,59.507040,14.876760,0.000000,0.000000,0.000000,0.000000,39.671360,0.000000,0.000000
50,2015,1,3,2,0.000000,0.000000,19.326840,0.000000,0.000000,57.980520,14.495130,0.000000,0.000000,0.000000,0.000000,38.653680,0.000000,0.000000
51,2015,1,3,3,0.000000,0.000000,20.351960,0.000000,0.000000,61.055880,15.263970,0.000000,0.000000,0.000000,0.000000,40.703920,0.000000,0.000000
52,2015,1,3,4,0.000000,0.000000,22.648440,0.000000,0.000000,67.945320,16.986330,0.000000,0.000000,0.000000,0.000000,45.296880,0.000000,0.000000
53,2015,1,3,5,0.000000,0.000000,14.521160,0.000000,0.000000,43.563480,10.890870,0.000000,0.000000,0.000000,0.000000,29.042320,0.000000,0.000000
54,2015,1,3,6,0.000000,0.000000,7.994840,0.000000,0.000000,23.984520,5.996130,0.000000,0.000000,0.000000,0.000000,15.989680,0.000000,0.000000
55,2015,1,3,7,0.000000,0.000000,6.376480,0.000000,0.000000,19.129440,4.782360,0.000000,0.000000,0.000000,0.000000,12.752960,0.000000,0.000000
56,2015,1,3,8,0.000000,0.000000,3.164560,0.000000,0.000000,9.493680,2.373420,0.000000,0.000000,0.000000,0.000000,6.329120,0.000000,0.000000
57,2015,1,3,9,0.000000,0.000000,1.203040,0.000000,0.000000,3.609120,0.902280,0.000000,0.000000,0.000000,0.000000,2.406080,0.000000,0.000000
58,2015,1,3,10,0.000000,0.000000,2.165040,0.000000,0.000000,6.495120,1.623780,0.000000,0.000000,0.000000,0.000000,4.330080,0.000000,0.000000
59,2015,1,3,11,0.000000,0.000000,2.477640,0.000000,0.000000,7.432920,1.858230,0.000000,0.000000,0.000000,0.000000,4.955280,0.000000,0.000000
60,2015,1,3,12,0.000000,0.000000,2.331320,0.000000,0.000000,6.993960,1.748490,0.000000,0.000000,0.000000,0.000000,4.662640,0.000000,0.000000
61,2015,1,3,13,0.000000,0.000000,1.805000,0.000000,0.000000,5.415000,1.353750,0.000000,0.000000,0.000000,0.000000,3.610000,0.000000,0.000000
62,2015,1,3,14,0.000000,0.000000,2.199520,0.000000,0.000000,6.598560,1.649640,0.000000,0.000000,0.000000,0.000000,4.399040,0.000000,0.000000
63,2015,1,3,15,0.000000,0.000000,3.177360,0.000000,0.000000,9.532080,2.383020,0.000000,0.000000,0.000000,0.000000,6.354720,0.000000,0.000000
64,2015,1,3,16,0.000000,0.000000,4.130560,0.000000,0.000000,12.391680,3.097920,0.000000,0.000000,0.000000,0.000000,8.261120,0.000000,0.000000
65,2015,1,3,17,0.000000,0.000000,5.666000,0.000000,0.000000,16.998000,4.249500,0.000000,0.000000,0.000000,0.000000,11.332000,0.000000,0.000000
66,2015,1,3,18,0.000000,0.000000,5.418200,0.000000,0.000000,16.254600,4.063650,0.000000,0.000000,0.000000,0.000000,10.836400,0.000000,0.000000
67,2015,1,3,19,0.000000,0.000000,4.268640,0.000000,0.000000,12.805920,3.201480,0.000000,0.000000,0.000000,0.000000,8.537280,0.000000,0.000000
68,2015,1,3,20,0.000000,0.000000,1.648960,0.000000,0.000000,4.946880,1.236720,0.000000,0.000000,0.000000,0.000000,3.297920,0.000000,0.000000
69,2015,1,3,21,0.000000,0.000000,1.225200,0.000000,0.000000,3.675600,0.918900,0.000000,0.000000,0.000000,0.000000,2.450400,0.000000,0.000000
70,2015,1,3,22,0.000000,0.000000,0.967440,0.000000,0.000000,2.902320,0.725580,0.000000,0.000000,0.000000,0.000000,1.934880,0.000000,0.000000
71,2015,1,3,23,0.000000,0.000000,1.087800,0.000000,0.000000,3.263400,0.815850,0.000000,0.000000,0.000000,0.000000,2.175600,0.000000,0.000000
72,2015,1,3,24,0.000000,0.000000,0.869080,0.000000,0.000000,2.607240,0.651810,0.000000,0.000000,0.000000,0.000000,1.738160,0.000000,0.000000
73,2015,1,4,1,0.000000,0.000000,1.064200,0.000000,0.000000,3.192600,0.798150,0.000000,0.000000,0.000000,0.000000,2.128400,0.000000,0.000000
74,2015,1,4,2,0.000000,0.000000,2.060760,0.000000,0.000000,6.182280,1.545570,0.000000,0.000000,0.000000,0.000000,4.121520,0.000000,0.000000
75,2015,1,4,3,0.000000,0.000000,2.898520,0.000000,0.000000,8.695560,2.173890,0.000000,0.000000,0.000000,0.000000,5.797040,0.000000,0.000000
76,2015,1,4,4,0.000000,0.000000,3.042920,0.000000,0.000000,9.128760,2.282190,0.000000,0.000000,0.000000,0.000000,6.085840,0.000000,0.000000
77,2015,1,4,5,0.000000,0.000000,7.301640,0.000000,0.000000,21.904920,5.476230,0.000000,0.000000,0.000000,0.000000,14.603280,0.000000,0.000000
78,2015,1,4,6,0.000000,0.000000,17.276320,0.000000,0.000000,51.828960,12.957240,0.000000,0.000000,0.000000,0.000000,34.552640,0.000000,0.000000
79,2015,1,4,7,0.000000,0.000000,23.986440,0.000000,0.000000,71.959320,17.989830,0.000000,0.000000,0.000000,0.000000,47.972880,0.000000,0.000000
80,2015,1,4,8,0.000000,0.000000,31.664040,0.000000,0.000000,94.992120,23.748030,0.000000,0.000000,0.000000,0.000000,63.328080,0.000000,0.000000
81,2015,1,4,9,0.000000,0.000000,29.128680,0.000000,0.000000,87.386040,21.846510,0.000000,0.000000,0.000000,0.000000,58.257360,0.000000,0.000000
82,2015,1,4,10,0.000000,0.000000,30.087160,0.000000,0.000000,90.261480,22.565370,0.000000,0.000000,0.000000,0.000000,60.174320,0.000000,0.000000
83,2015,1,4,11,0.000000,0.000000,28.129320,0.000000,0.000000,84.387960,21.096990,0.000000,0.000000,0.000000,0.000000,56.258640,0.000000,0.000000
84,2015,1,4,12,0.000000,0.000000,25.809080,0.000000,0.000000,77.427240,19.356810,0.000000,0.000000,0.000000,0.000000,51.618160,0.000000,0.000000
85,2015,1,4,13,0.000000,0.000000,21.842280,0.000000,0.000000,65.526840,16.381710,0.000000,0.000000,0.000000,0.000000,43.684560,0.000000,0.000000
86,2015,1,4,14,0.000000,0.000000,18.238920,0.000000,0.000000,54.716760,13.679190,0.000000,0.000000,0.000000,0.000000,36.477840,0.000000,0.000000
87,2015,1,4,15,0.000000,0.000000,14.244280,0.000000,0.000000,42.732840,10.683210,0.000000,0.000000,0.000000,0.000000,28.488560,0.000000,0.000000
88,2015,1,4,16,0.000000,0.000000,11.158880,0.000000,0.000000,33.476640,8.369160,0.000000,0.000000,0.000000,0.000000,22.317760,0.000000,0.000000
89,2015,1,4,17,0.000000,0.000000,9.219440,0.000000,0.000000,27.658320,6.914580,0.000000,0.000000,0.000000,0.000000,18.438880,0.000000,0.000000
90,2015,1,4,18,0.000000,0.000000,8.630200,0.000000,0.000000,25.890600,6.472650,0.000000,0.000000,0.000000,0.000000,17.260400,0.000000,0.000000
91,2015,1,4,19,0.000000,0.000000,8.397080,0.000000,0.000000,25.191240,6.297810,0.000000,0.000000,0.000000,0.000000,16.794160,0.000000,0.000000
92,2015,1,4,20,0.000000,0.000000,4.548960,0.000000,0.000000,13.646880,3.411720,0.000000,0.000000,0.000000,0.000000,9.097920,0.000000,0.000000
93,2015,1,4,21,0.000000,0.000000,3.230600,0.000000,0.000000,9.691800,2.422950,0.000000,0.000000,0.000000,0.000000,6.461200,0.000000,0.000000
94,2015,1,4,22,0.000000,0.000000,2.430680,0.000000,0.000000,7.292040,1.823010,0.000000,0.000000,0.000000,0.000000,4.861360,0.000000,0.000000
95,2015,1,4,23,0.000000,0.000000,1.815320,0.000000,0.000000,5.445960,1.361490,0.000000,0.000000,0.000000,0.000000,3.630640,0.000000,0.000000
96,2015,1,4,24,0.000000,0.000000,0.675240,0.000000,0.000000,2.025720,0.506430,0.000000,0.000000,0.000000,0.000000,1.350480,0.000000,0.000000
97,2015,1,5,1,0.000000,0.000000,0.791880,0.000000,0.000000,2.375640,0.593910,0.000000,0.000000,0.000000,0.000000,1.583760,0.000000,0.000000
98,2015,1,5,2,0.000000,0.000000,1.440800,0.000000,0.000000,4.322400,1.080600,0.000000,0.000000,0.000000,0.000000,2.881600,0.000000,0.000000
99,2015,1,5,3,0.000000,0.000000,2.387520,0.000000,0.000000,7.162560,1.790640,0.000000,0.000000,0.000000,0.000000,4.775040,0.000000,0.000000
100,2015,1,5,4,0.000000,0.000000,2.580920,0.000000,0.000000,7.742760,1.935690,0.000000,0.000000,0.000000,0.000000,5.161840,0.000000,0.000000
101,2015,1,5,5,0.000000,0.000000,2.905800,0.000000,0.000000,8.717400,2.179350,0.000000,0.000000,0.000000,0.000000,5.811600,0.000000,0.000000
102,2015,1,5,6,0.000000,0.000000,3.133880,0.000000,0.000000,9.401640,2.350410,0.000000,0.000000,0.000000,0.000000,6.267760,0.000000,0.000000
103,2015,1,5,7,0.000000,0.000000,3.100040,0.000000,0.000000,9.300120,2.325030,0.000000,0.000000,0.000000,0.000000,6.200080,0.000000,0.000000
104,2015,1,5,8,0.000000,0.000000,3.429760,0.000000,0.000000,10.289280,2.572320,0.000000,0.000000,0.000000,0.000000,6.859520,0.000000,0.000000
105,2015,1,5,9,0.000000,0.000000,2.616840,0.000000,0.000000,7.850520,1.962630,0.000000,0.000000,0.000000,0.000000,5.233680,0.000000,0.000000
106,2015,1,5,10,0.000000,0.000000,8.288040,0.000000,0.000000,24.864120,6.216030,0.000000,0.000000,0.000000,0.000000,16.576080,0.000000,0.000000
107,2015,1,5,11,0.000000,0.000000,12.147160,0.000000,0.000000,36.441480,9.110370,0.000000,0.000000,0.000000,0.000000,24.294320,0.000000,0.000000
108,2015,1,5,12,0.000000,0.000000,13.988440,0.000000,0.000000,41.965320,10.491330,0.000000,0.000000,0.000000,0.000000,27.976880,0.000000,0.000000
109,2015,1,5,13,0.000000,0.000000,15.697600,0.000000,0.000000,47.092800,11.773200,0.000000,0.000000,0.000000,0.000000,31.395200,0.000000,0.000000
110,2015,1,5,14,0.000000,0.000000,16.635400,0.000000,0.000000,49.906200,12.476550,0.000000,0.000000,0.000000,0.000000,33.270800,0.000000,0.000000
111,2015,1,5,15,0.000000,0.000000,17.959760,0.000000,0.000000,53.879280,13.469820,0.000000,0.000000,0.000000,0.000000,35.919520,0.000000,0.000000
112,2015,1,5,16,0.000000,0.000000,15.700560,0.000000,0.000000,47.101680,11.775420,0.000000,0.000000,0.000000,0.000000,31.401120,0.000000,0.000000
113,2015,1,5,17,0.000000,0.000000,14.884960,0.000000,0.000000,44.654880,11.163720,0.000000,0.000000,0.000000,0.000000,29.769920,0.000000,0.000000
114,2015,1,5,18,0.000000,0.000000,15.316720,0.000000,0.000000,45.950160,11.487540,0.000000,0.000000,0.000000,0.000000,30.633440,0.000000,0.000000
115,2015,1,5,19,0.000000,0.000000,15.421320,0.000000,0.000000,46.263960,11.565990,0.000000,0.000000,0.000000,0.000000,30.842640,0.000000,0.000000
116,2015,1,5,20,0.000000,0.000000,9.135120,0.000000,0.000000,27.405360,6.851340,0.000000,0.000000,0.000000,0.000000,18.270240,0.000000,0.000000
117,2015,1,5,21,0.000000,0.000000,13.789240,0.000000,0.000000,41.367720,10.341930,0.000000,0.000000,0.000000,0.000000,27.578480,0.000000,0.000000
118,2015,1,5,22,0.000000,0.000000,17.608760,0.000000,0.000000,52.826280,13.206570,0.000000,0.000000,0.000000,0.000000,35.217520,0.000000,0.000000
119,2015,1,5,23,0.000000,0.000000,17.282480,0.000000,0.000000,51.847440,12.961860,0.000000,0.000000,0.000000,0.000000,34.564960,0.000000,0.000000
120,2015,1,5,24,0.000000,0.000000,13.733400,0.000000,0.000000,41.200200,10.300050,0.000000,0.000000,0.000000,0.000000,27.466800,0.000000,0.000000
121,2015,1,6,1,0.000000,0.000000,11.947440,0.000000,0.000000,35.842320,8.960580,0.000000,0.000000,0.000000,0.000000,23.894880,0.000000,0.000000
122,2015,1,6,2,0.000000,0.000000,11.239400,0.000000,0.000000,33.718200,8.429550,0.000000,0.000000,0.000000,0.000000,22.478800,0.000000,0.000000
123,2015,1,6,3,0.000000,0.000000,12.484160,0.000000,0.000000,37.452480,9.363120,0.000000,0.000000,0.000000,0.000000,24.968320,0.000000,0.000000
124,2015,1,6,4,0.000000,0.000000,12.696480,0.000000,0.000000,38.089440,9.522360,0.000000,0.000000,0.000000,0.000000,25.392960,0.000000,0.000000
125,2015,1,6,5,0.000000,0.000000,11.759480,0.000000,0.000000,35.278440,8.819610,0.000000,0.000000,0.000000,0.000000,23.518960,0.000000,0.000000
126,2015,1,6,6,0.000000,0.000000,11.289960,0.000000,0.000000,33.869880,8.467470,0.000000,0.000000,0.000000,0.000000,22.579920,0.000000,0.000000
127,2015,1,6,7,0.000000,0.000000,9.300080,0.000000,0.000000,27.900240,6.975060,0.000000,0.000000,0.000000,0.000000,18.600160,0.000000,0.000000
128,2015,1,6,8,0.000000,0.000000,7.323840,0.000000,0.000000,21.971520,5.492880,0.000000,0.000000,0.000000,0.000000,14.647680,0.000000,0.000000
129,2015,1,6,9,0.000000,0.000000,3.381480,0.000000,0.000000,10.144440,2.536110,0.000000,0.000000,0.000000,0.000000,6.762960,0.000000,0.000000
130,2015,1,6,10,0.000000,0.000000,5.089280,0.000000,0.000000,15.267840,3.816960,0.000000,0.000000,0.000000,0.000000,10.178560,0.000000,0.000000
131,2015,1,6,11,0.000000,0.000000,5.085560,0.000000,0.000000,15.256680,3.814170,0.000000,0.000000,0.000000,0.000000,10.171120,0.000000,0.000000
132,2015,1,6,12,0.000000,0.000000,5.541360,0.000000,0.000000,16.624080,4.156020,0.000000,0.000000,0.000000,0.000000,11.082720,0.000000,0.000000
133,2015,1,6,13,0.000000,0.000000,6.243640,0.000000,0.000000,18.730920,4.682730,0.000000,0.000000,0.000000,0.000000,12.487280,0.000000,0.000000
134,2015,1,6,14,0.000000,0.000000,7.408680,0.000000,0.000000,22.226040,5.556510,0.000000,0.000000,0.000000,0.000000,14.817360,0.000000,0.000000
135,2015,1,6,15,0.000000,0.000000,8.325880,0.000000,0.000000,24.977640,6.244410,0.000000,0.000000,0.000000,0.000000,16.651760,0.000000,0.000000
136,2015,1,6,16,0.000000,0.000000,10.718160,0.000000,0.000000,32.154480,8.038620,0.000000,0.000000,0.000000,0.000000,21.436320,0.000000,0.000000
137,2015,1,6,17,0.000000,0.000000,13.951240,0.000000,0.000000,41.853720,10.463430,0.000000,0.000000,0.000000,0.000000,27.902480,0.000000,0.000000
138,2015,1,6,18,0.000000,0.000000,14.198080,0.000000,0.000000,42.594240,10.648560,0.000000,0.000000,0.000000,0.000000,28.396160,0.000000,0.000000
139,2015,1,6,19,0.000000,0.000000,12.879880,0.000000,0.000000,38.639640,9.659910,0.000000,0.000000,0.000000,0.000000,25.759760,0.000000,0.000000
140,2015,1,6,20,0.000000,0.000000,8.171000,0.000000,0.000000,24.513000,6.128250,0.000000,0.000000,0.000000,0.000000,16.342000,0.000000,0.000000
141,2015,1,6,21,0.000000,0.000000,11.215720,0.000000,0.000000,33.647160,8.411790,0.000000,0.000000,0.000000,0.000000,22.431440,0.000000,0.000000
142,2015,1,6,22,0.000000,0.000000,15.417320,0.000000,0.000000,46.251960,11.562990,0.000000,0.000000,0.000000,0.000000,30.834640,0.000000,0.000000
143,2015,1,6,23,0.000000,0.000000,19.185240,0.000000,0.000000,57.555720,14.388930,0.000000,0.000000,0.000000,0.000000,38.370480,0.000000,0.000000
144,2015,1,6,24,0.000000,0.000000,22.956880,0.000000,0.000000,68.870640,17.217660,0.000000,0.000000,0.000000,0.000000,45.913760,0.000000,0.000000
145,2015,1,7,1,0.000000,0.000000,22.680200,0.000000,0.000000,68.040600,17.010150,0.000000,0.000000,0.000000,0.000000,45.360400,0.000000,0.000000
146,2015,1,7,2,0.000000,0.000000,23.004480,0.000000,0.000000,69.013440,17.253360,0.000000,0.000000,0.000000,0.000000,46.008960,0.000000,0.000000
147,2015,1,7,3,0.000000,0.000000,20.468200,0.000000,0.000000,61.404600,15.351150,0.000000,0.000000,0.000000,0.000000,40.936400,0.000000,0.000000
148,2015,1,7,4,0.000000,0.000000,16.081840,0.000000,0.000000,48.245520,12.061380,0.000000,0.000000,0.000000,0.000000,32.163680,0.000000,0.000000
149,2015,1,7,5,0.000000,0.000000,10.685440,0.000000,0.000000,32.056320,8.014080,0.000000,0.000000,0.000000,0.000000,21.370880,0.000000,0.000000
150,2015,1,7,6,0.000000,0.000000,9.801680,0.000000,0.000000,29.405040,7.351260,0.000000,0.000000,0.000000,0.000000,19.603360,0.000000,0.000000
151,2015,1,7,7,0.000000,0.000000,14.404800,0.000000,0.000000,43.214400,10.803600,0.000000,0.000000,0.000000,0.000000,28.809600,0.000000,0.000000
152,2015,1,7,8,0.000000,0.000000,22.488920,0.000000,0.000000,67.466760,16.866690,0.000000,0.000000,0.000000,0.000000,44.977840,0.000000,0.000000
153,2015,1,7,9,0.000000,0.000000,30.782800,0.000000,0.000000,92.348400,23.087100,0.000000,0.000000,0.000000,0.000000,61.565600,0.000000,0.000000
154,2015,1,7,10,0.000000,0.000000,26.202760,0.000000,0.000000,78.608280,19.652070,0.000000,0.000000,0.000000,0.000000,52.405520,0.000000,0.000000
155,2015,1,7,11,0.000000,0.000000,24.785480,0.000000,0.000000,74.356440,18.589110,0.000000,0.000000,0.000000,0.000000,49.570960,0.000000,0.000000
156,2015,1,7,12,0.000000,0.000000,19.441160,0.000000,0.000000,58.323480,14.580870,0.000000,0.000000,0.000000,0.000000,38.882320,0.000000,0.000000
157,2015,1,7,13,0.000000,0.000000,15.825040,0.000000,0.000000,47.475120,11.868780,0.000000,0.000000,0.000000,0.000000,31.650080,0.000000,0.000000
158,2015,1,7,14,0.000000,0.000000,12.891320,0.000000,0.000000,38.673960,9.668490,0.000000,0.000000,0.000000,0.000000,25.782640,0.000000,0.000000
159,2015,1,7,15,0.000000,0.000000,11.180320,0.000000,0.000000,33.540960,8.385240,0.000000,0.000000,0.000000,0.000000,22.360640,0.000000,0.000000
160,2015,1,7,16,0.000000,0.000000,10.013840,0.000000,0.000000,30.041520,7.510380,0.000000,0.000000,0.000000,0.000000,20.027680,0.000000,0.000000
161,2015,1,7,17,0.000000,0.000000,9.615840,0.000000,0.000000,28.847520,7.211880,0.000000,0.000000,0.000000,0.000000,19.231680,0.000000,0.000000
162,2015,1,7,18,0.000000,0.000000,8.739440,0.000000,0.000000,26.218320,6.554580,0.000000,0.000000,0.000000,0.000000,17.478880,0.000000,0.000000
163,2015,1,7,19,0.000000,0.000000,7.165800,0.000000,0.000000,21.497400,5.374350,0.000000,0.000000,0.000000,0.000000,14.331600,0.000000,0.000000
164,2015,1,7,20,0.000000,0.000000,5.759760,0.000000,0.000000,17.279280,4.319820,0.000000,0.000000,0.000000,0.000000,11.519520,0.000000,0.000000
165,2015,1,7,21,0.000000,0.000000,5.860680,0.000000,0.000000,17.582040,4.395510,0.000000,0.000000,0.000000,0.000000,11.721360,0.000000,0.000000
166,2015,1,7,22,0.000000,0.000000,5.342840,0.000000,0.000000,16.028520,4.007130,0.000000,0.000000,0.000000,0.000000,10.685680,0.000000,0.000000
167,2015,1,7,23,0.000000,0.000000,4.257840,0.000000,0.000000,12.773520,3.193380,0.000000,0.000000,0.000000,0.000000,8.515680,0.000000,0.000000
168,2015,1,7,24,0.000000,0.000000,1.886760,0.000000,0.000000,5.660280,1.415070,0.000000,0.000000,0.000000,0.000000,3.773520,0.000000,0.000000
169,2015,1,8,1,0.000000,0.000000,1.432120,0.000000,0.000000,4.296360,1.074090,0.000000,0.000000,0.000000,0.000000,2.864240,0.000000,0.000000
170,2015,1,8,2,0.000000,0.000000,1.362000,0.000000,0.000000,4.086000,1.021500,0.000000,0.000000,0.000000,0.000000,2.724000,0.000000,0.000000
171,2015,1,8,3,0.000000,0.000000,1.344160,0.000000,0.000000,4.032480,1.008120,0.000000,0.000000,0.000000,0.000000,2.688320,0.000000,0.000000
