hour,year,month,day,hour_of_day,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14
43,2015,1,2,19,0.000000,104.943364,435.258154,231.165567,36.754358,-6.743003,-15.226830,0.000000,129.464942,43.524898,16.926349,-11.104672,65.287346,61.257886
44,2015,1,2,20,0.000000,104.328271,432.321026,229.810661,36.538934,-7.861471,-15.427080,0.000000,141.828755,43.269790,16.827140,-11.811578,64.904685,71.635541
45,2015,1,2,21,0.000000,102.072870,422.597418,224.842542,35.749023,-8.824189,-15.376740,0.000000,138.762657,42.334370,16.463366,-12.311345,63.501555,70.086901
46,2015,1,2,22,0.000000,99.879329,411.657390,220.010689,34.980779,-14.209858,-16.440120,0.000000,135.780655,41.424607,16.109569,-15.763642,62.136910,68.580738
47,2015,1,2,23,0.000000,95.963098,396.143013,211.384151,33.609195,-11.773019,-15.325590,0.000000,130.456746,39.800363,15.477919,-13.892438,59.700545,65.891712
48,2015,1,2,24,0.000000,90.174825,372.524284,198.633947,31.581967,-10.235795,-14.194410,0.000000,122.587896,37.399697,14.544327,-12.503076,56.099546,61.917276
49,2015,1,3,1,0.000000,79.646328,325.910130,175.442142,27.894566,-18.399258,-14.876760,0.000000,108.274962,33.033039,12.846182,-17.282300,49.549559,54.688032
50,2015,1,3,2,0.000000,73.528630,299.861961,161.966292,25.751963,-20.030259,-14.495130,0.000000,99.958276,30.495745,11.859457,-17.984342,45.743618,50.487401
51,2015,1,3,3,0.000000,69.905421,283.108441,153.985214,24.483005,-24.975662,-15.263970,0.000000,95.032716,28.993032,11.275068,-21.053087,43.489548,47.999575
52,2015,1,3,4,0.000000,68.582305,275.068294,151.070699,24.019609,-32.548001,-16.986330,0.000000,93.234009,28.444274,11.061662,-26.017983,42.666411,47.091076
53,2015,1,3,5,0.000000,69.504030,287.196794,153.101042,24.342425,-7.690432,-10.890870,0.000000,94.487045,28.826556,11.210327,-9.504321,43.239834,47.723965
54,2015,1,3,6,0.000000,71.592163,302.787730,157.700710,25.073753,12.966274,-5.996130,0.000000,94.025752,29.692602,11.547123,4.135306,44.538903,46.457753
55,2015,1,3,7,0.000000,76.934093,327.595483,169.467727,26.944659,20.578479,-4.782360,0.000000,83.687823,31.908149,12.408725,8.873675,47.862224,35.725714
56,2015,1,3,8,0.000000,84.131361,362.050839,185.321614,29.465361,33.928958,-2.373420,0.000000,76.972126,34.893191,13.569574,17.320709,52.339787,27.167616
57,2015,1,3,9,0.000000,90.670825,392.400263,199.726517,31.755680,43.188725,-0.902280,0.000000,71.562181,37.605411,14.624327,23.082032,56.408117,19.957847
58,2015,1,3,10,0.000000,93.674442,404.477008,206.342780,32.807639,41.852979,-1.623780,0.000000,61.345440,38.851151,15.108781,22.002367,58.276727,10.320239
59,2015,1,3,11,0.000000,96.498897,416.425407,212.564391,33.796849,42.372962,-1.858230,0.000000,56.385137,40.022584,15.564338,22.171138,60.033876,5.059612
60,2015,1,3,12,0.000000,96.456157,416.386192,212.470245,33.781880,42.789863,-1.748490,0.000000,50.827034,40.004858,15.557445,22.451764,60.007287,0.530265
61,2015,1,3,13,0.000000,93.495005,404.058109,205.947522,32.744794,42.840486,-1.353750,0.000000,45.701504,38.776730,15.079839,22.672006,58.165095,-2.402969
62,2015,1,3,14,0.000000,93.167819,402.243271,205.226809,32.630204,41.488056,-1.649640,0.000000,48.556713,38.641031,15.027068,21.790992,57.961547,0.072374
63,2015,1,3,15,0.000000,94.457720,406.864908,208.068157,33.081966,39.220292,-2.383020,0.000000,56.910264,39.176013,15.235116,20.197911,58.764019,6.358066
64,2015,1,3,16,0.000000,97.787290,420.365419,215.402418,34.248083,38.079180,-3.097920,0.000000,73.536639,40.556941,15.772144,19.227473,60.835411,18.544268
65,2015,1,3,17,0.000000,99.249064,425.175561,218.622363,34.760041,34.227324,-4.249500,0.000000,89.823843,41.163206,16.007914,16.567507,61.744810,31.247975
66,2015,1,3,18,0.000000,97.876734,419.466056,215.599442,34.279409,34.262424,-4.063650,0.000000,102.258233,40.594037,15.786570,16.677336,60.891056,42.005684
67,2015,1,3,19,0.000000,95.700504,411.168570,210.805718,33.517227,36.587888,-3.201480,0.000000,116.899763,39.691453,15.435565,18.364705,59.537180,54.911406
68,2015,1,3,20,0.000000,94.987870,410.694696,209.235953,33.267641,44.079117,-1.236720,0.000000,129.130975,39.395891,15.320624,23.403739,59.093836,65.222086
69,2015,1,3,21,0.000000,94.154255,407.499724,207.399696,32.975684,44.920145,-0.918900,0.000000,127.997720,39.050152,15.186170,24.016925,58.575228,64.649696
70,2015,1,3,22,0.000000,91.556122,396.478949,201.676618,32.065738,44.352452,-0.725580,0.000000,124.465695,37.972585,14.767116,23.802094,56.958877,62.865724
71,2015,1,3,23,0.000000,87.259504,377.706914,192.212180,30.560932,41.773763,-0.815850,0.000000,118.624672,36.190578,14.074114,22.353569,54.285867,59.915512
72,2015,1,3,24,0.000000,81.463268,352.764093,179.444434,28.530914,39.438318,-0.651810,0.000000,110.744996,33.786609,13.139237,21.161653,50.679913,55.935608
73,2015,1,4,1,0.000000,77.779626,336.578232,171.330236,27.240791,36.951723,-0.798150,0.000000,105.737280,32.258831,12.545101,19.735919,48.388247,53.406287
74,2015,1,4,2,0.000000,72.557648,312.912994,159.827446,25.411895,31.266829,-1.545570,0.000000,98.638278,30.093034,11.702846,16.274870,45.139551,49.820689
75,2015,1,4,3,0.000000,68.925983,296.310124,151.827741,24.139976,26.879141,-2.173890,0.000000,93.701221,28.586813,11.117094,13.578467,42.880220,47.327057
76,2015,1,4,4,0.000000,68.045948,292.345483,149.889232,23.831761,25.991730,-2.282190,0.000000,92.504861,28.221822,10.975153,13.042284,42.332733,46.722794
77,2015,1,4,5,0.000000,68.374925,289.514857,150.613891,23.946978,13.385364,-5.476230,0.000000,92.952088,28.358264,11.028214,4.617321,42.537396,46.948682
78,2015,1,4,6,0.000000,69.825807,285.838472,153.809841,24.455121,-15.789834,-12.957240,0.000000,91.624484,28.960012,11.262227,-14.924187,43.440018,45.244909
79,2015,1,4,7,0.000000,73.779494,296.291361,162.518884,25.839823,-33.879581,-17.989830,0.000000,79.399311,30.599790,11.899918,-27.233022,45.899685,33.559652
80,2015,1,4,8,0.000000,78.738923,310.142711,173.443341,27.576766,-54.352676,-23.748030,0.000000,69.641392,32.656696,12.699826,-41.194097,48.985044,23.464974
81,2015,1,4,9,0.000000,83.467784,333.206126,183.859912,29.232957,-44.305893,-21.846510,0.000000,61.770029,34.617975,13.462546,-34.794066,51.926963,15.011981
82,2015,1,4,10,0.000000,86.453210,345.207419,190.436103,30.278544,-45.640468,-22.565370,0.000000,51.528557,35.856170,13.944066,-35.871805,53.784255,5.361881
83,2015,1,4,11,0.000000,86.977342,349.440523,191.590642,30.462110,-39.496429,-21.096990,0.000000,43.441087,36.073552,14.028604,-31.808788,54.110328,-1.478231
84,2015,1,4,12,0.000000,86.332187,348.960135,190.169517,30.236157,-32.868692,-19.356810,0.000000,37.064032,35.805976,13.924546,-27.349665,53.708964,-6.421218
85,2015,1,4,13,0.000000,85.297117,348.433682,187.889501,29.873645,-21.502522,-16.381710,0.000000,34.556910,35.376684,13.757599,-19.707030,53.065026,-8.031934
86,2015,1,4,14,0.000000,83.598858,344.664876,184.148636,29.278863,-11.568963,-13.679190,0.000000,35.548216,34.672337,13.483687,-12.977700,52.008506,-6.498019
87,2015,1,4,15,0.000000,83.554485,348.466895,184.050893,29.263322,0.392056,-10.683210,0.000000,42.087894,34.653934,13.476530,-5.000894,51.980901,-1.128487
88,2015,1,4,16,0.000000,83.676127,352.080345,184.318843,29.305925,9.711039,-8.369160,0.000000,54.353261,34.704385,13.496150,1.204101,52.056577,8.855037
89,2015,1,4,17,0.000000,84.231537,356.430828,185.542280,29.500446,15.816022,-6.914580,0.000000,69.408311,34.934739,13.585732,5.239110,52.402108,20.936401
90,2015,1,4,18,0.000000,85.865120,364.111471,189.140678,30.072576,18.426881,-6.472650,0.000000,85.929080,35.612262,13.849213,6.876799,53.418392,33.758077
91,2015,1,4,19,0.000000,86.171613,365.675083,189.815811,30.179920,19.284431,-6.297810,0.000000,103.945741,35.739379,13.898647,7.429197,53.609068,48.368527
92,2015,1,4,20,0.000000,87.996878,377.446703,193.836441,30.819183,31.770863,-3.411720,0.000000,119.627092,36.496401,14.193045,15.638530,54.744601,60.421819
93,2015,1,4,21,0.000000,86.310624,371.445013,190.122020,30.228606,34.855619,-2.422950,0.000000,117.334720,35.797033,13.921068,17.801234,53.695550,59.263977
94,2015,1,4,22,0.000000,84.473214,364.268710,186.074637,29.585089,36.307038,-1.823010,0.000000,114.836858,35.034974,13.624712,18.884567,52.552460,58.002345
95,2015,1,4,23,0.000000,81.950275,353.931958,180.517196,28.701479,36.850956,-1.361490,0.000000,111.407056,33.988593,13.217786,19.406073,50.982890,56.270005
96,2015,1,4,24,0.000000,78.047069,338.128165,171.919350,27.334457,38.256638,-0.506430,0.000000,106.100854,32.369752,12.588237,20.589019,48.554628,53.589923
97,2015,1,5,1,0.000000,75.438319,326.686904,166.172886,26.420794,36.560266,-0.593910,0.000000,102.554396,31.287782,12.167471,19.622403,46.931673,51.798661
98,2015,1,5,2,0.000000,71.294812,308.050965,157.045715,24.969612,32.474922,-1.080600,0.000000,96.921519,29.569277,11.499163,17.159799,44.353915,48.953581
99,2015,1,5,3,0.000000,68.817041,296.348205,151.587767,24.101821,28.355913,-1.790640,0.000000,93.553120,28.541630,11.099523,14.569842,42.812445,47.252254
100,2015,1,5,4,0.000000,69.282684,298.176168,152.613470,24.264903,28.016045,-1.935690,0.000000,94.186137,28.734754,11.174626,14.313937,43.102131,47.571981
101,2015,1,5,5,0.000000,72.064017,309.925093,158.740092,25.239010,28.476931,-2.179350,0.000000,97.967212,29.888302,11.623229,14.446027,44.832453,49.481744
102,2015,1,5,6,0.000000,78.222313,336.430262,172.305371,27.395833,30.971167,-2.350410,0.000000,103.039089,32.442434,12.616502,15.721001,48.663651,51.010252
103,2015,1,5,7,0.000000,86.563706,372.674204,190.679499,30.317243,35.377922,-2.325030,0.000000,96.778771,35.901998,13.961888,18.133496,53.852997,42.337752
104,2015,1,5,8,0.000000,92.889956,399.806823,204.614742,32.532888,37.653923,-2.572320,0.000000,88.878972,38.525788,14.982251,19.252403,57.788682,33.181583
105,2015,1,5,9,0.000000,98.361796,424.373077,216.667920,34.449293,42.916859,-1.962630,0.000000,82.017649,40.795215,15.864806,22.416410,61.192823,25.238745
106,2015,1,5,10,0.000000,100.562045,428.253189,221.514551,35.219887,27.038871,-6.216030,0.000000,70.708771,41.707761,16.219685,11.692513,62.561641,15.049515
107,2015,1,5,11,0.000000,100.865505,425.711392,222.183002,35.326168,15.618135,-9.110370,0.000000,62.321309,41.833620,16.268630,4.059578,62.750429,8.057881
108,2015,1,5,12,0.000000,99.927030,419.796178,220.115762,34.997485,9.609921,-10.491330,0.000000,55.545501,41.444390,16.117263,0.113207,62.166585,2.913491
109,2015,1,5,13,0.000000,98.502446,411.902878,216.977737,34.498552,3.747172,-11.773200,0.000000,52.508855,40.853549,15.887491,-3.705572,61.280323,1.035320
110,2015,1,5,14,0.000000,98.456917,410.767438,216.877448,34.482607,0.910273,-12.476550,0.000000,55.746961,40.834666,15.880148,-5.593971,61.251999,3.704058
111,2015,1,5,15,0.000000,98.525517,409.740870,217.028558,34.506633,-3.027400,-13.469820,0.000000,62.440219,40.863118,15.891212,-8.223407,61.294676,9.151161
112,2015,1,5,16,0.000000,100.264056,419.547092,220.858150,35.115522,4.647510,-11.775420,0.000000,76.903670,41.584171,16.171622,-3.216293,62.376256,20.244905
113,2015,1,5,17,0.000000,100.511724,421.437825,221.403706,35.202263,7.222139,-11.163720,0.000000,91.540363,41.686890,16.211568,-1.515472,62.530335,32.114963
114,2015,1,5,18,0.000000,97.289413,407.017969,214.305712,34.073712,4.263731,-11.487540,0.000000,101.459802,40.350448,15.691841,-3.284803,60.525672,41.602408
115,2015,1,5,19,0.000000,94.521315,394.897017,208.208243,33.104240,2.521235,-11.565990,0.000000,115.296719,39.202389,15.245373,-4.272132,58.803583,54.101733
116,2015,1,5,20,0.000000,95.010842,403.308258,209.286555,33.275687,21.632494,-6.851340,0.000000,129.162204,39.405418,15.324329,8.437877,59.108127,65.237859
117,2015,1,5,21,0.000000,92.627197,388.306703,204.035946,32.440862,6.439866,-10.341930,0.000000,125.921766,38.416810,14.939871,-1.540420,57.625215,63.601163
118,2015,1,5,22,0.000000,91.207227,378.323072,200.908085,31.943545,-5.751582,-13.206570,0.000000,123.991391,37.827882,14.710843,-9.578622,56.741823,62.626160
119,2015,1,5,23,0.000000,88.949566,368.848817,195.934989,31.152843,-5.937986,-12.961860,0.000000,120.922221,36.891525,14.346704,-9.560704,55.337288,61.075969
120,2015,1,5,24,0.000000,85.158623,355.941359,187.584432,29.825140,2.752638,-10.300050,0.000000,115.768635,35.319244,13.735262,-3.528201,52.978867,58.472971
121,2015,1,6,1,0.000000,80.750364,338.591007,177.874074,28.281234,5.835287,-8.960580,0.000000,109.775841,33.490934,13.024252,-1.195469,50.236402,55.446103
122,2015,1,6,2,0.000000,74.863146,313.742553,164.905917,26.219351,4.920843,-8.429550,0.000000,101.772480,31.049231,12.074701,-1.434321,46.573847,51.403727
123,2015,1,6,3,0.000000,70.980356,295.642548,156.353043,24.859480,-0.817457,-9.363120,0.000000,96.494033,29.438857,11.448445,-5.015317,44.158286,48.737664
124,2015,1,6,4,0.000000,70.537831,293.509221,155.378264,24.704494,-1.682817,-9.522360,0.000000,95.892444,29.255322,11.377070,-5.564353,43.882983,48.433810
125,2015,1,6,5,0.000000,72.870387,304.571876,160.516336,25.521426,2.332082,-8.819610,0.000000,99.063429,30.222741,11.753288,-3.034658,45.334111,50.035427
126,2015,1,6,6,0.000000,79.577927,334.158923,175.291471,27.870611,7.202599,-8.467470,0.000000,104.881975,33.004670,12.835150,-0.210088,49.507006,51.941065
127,2015,1,6,7,0.000000,88.219654,373.662656,194.327163,30.897206,17.632484,-6.975060,0.000000,99.029944,36.588796,14.228976,6.198913,54.883195,43.474785
128,2015,1,6,8,0.000000,97.202604,414.634007,214.114492,34.043308,28.197566,-5.492880,0.000000,94.741789,40.314444,15.677839,12.676554,60.471666,36.142802
129,2015,1,6,9,0.000000,103.162469,444.448222,227.242673,36.130634,43.100705,-2.536110,0.000000,88.543909,42.786277,16.639108,22.236628,64.179416,28.535059
130,2015,1,6,10,0.000000,106.702835,458.109203,235.041268,37.370578,39.804591,-3.816960,0.000000,79.056850,44.254632,17.210135,19.816246,66.381948,19.266002
131,2015,1,6,11,0.000000,107.967810,463.604197,237.827711,37.813611,40.468641,-3.814170,0.000000,71.976516,44.779276,17.414163,20.179278,67.168914,12.934579
132,2015,1,6,12,0.000000,109.757455,470.917270,241.769878,38.440399,40.024929,-4.156020,0.000000,68.909443,45.521525,17.702815,19.770758,68.282288,9.663414
133,2015,1,6,13,0.000000,112.940777,484.033833,248.781987,39.555295,39.561094,-4.682730,0.000000,72.137001,46.841797,18.216254,19.261049,70.262695,10.949197
134,2015,1,6,14,0.000000,114.486196,489.577482,252.186184,40.096548,36.863610,-5.556510,0.000000,77.537917,47.482754,18.465516,17.365396,71.224131,14.710338
135,2015,1,6,15,0.000000,116.066957,495.522387,255.668229,40.650179,34.927886,-6.244410,0.000000,86.286878,48.138369,18.720477,15.975357,72.207554,21.195745
136,2015,1,6,16,0.000000,115.140909,489.110116,253.628361,40.325848,27.273086,-8.038620,0.000000,97.127963,47.754294,18.571114,10.930479,71.631441,30.459887
137,2015,1,6,17,0.000000,113.423938,478.423641,249.846277,39.724513,16.687667,-10.463430,0.000000,109.093832,47.042186,18.294183,3.981668,70.563279,40.980953
138,2015,1,6,18,0.000000,109.276179,460.171323,240.709739,38.271841,13.806368,-10.648560,0.000000,117.755174,45.321917,17.625190,2.322029,67.982876,49.832952
139,2015,1,6,19,0.000000,104.276988,439.787965,229.697696,36.520973,15.180741,-9.659910,0.000000,128.559038,43.248520,16.818869,3.553126,64.872780,60.800328
140,2015,1,6,20,0.000000,103.996876,443.280877,229.080677,36.422869,29.162807,-6.128250,0.000000,141.378242,43.132345,16.773690,12.892145,64.698517,71.407993
141,2015,1,6,21,0.000000,100.479766,424.968335,221.333310,35.191070,18.213365,-8.411790,0.000000,136.596918,41.673636,16.206414,5.814024,62.510454,68.993019
142,2015,1,6,22,0.000000,97.045621,405.859064,213.768696,33.988328,3.836103,-11.562990,0.000000,131.928379,40.249336,15.652520,-3.554534,60.374004,66.635012
143,2015,1,6,23,0.000000,92.943012,384.281660,204.731612,32.551470,-9.585133,-14.388930,0.000000,126.351099,38.547793,14.990808,-12.243643,57.821690,63.818013
144,2015,1,6,24,0.000000,88.041201,359.231190,193.934074,30.834706,-23.430020,-17.217660,0.000000,119.687347,36.514784,14.200194,-21.164851,54.772176,60.452253
145,2015,1,7,1,0.000000,82.727978,336.443095,182.230292,28.973854,-25.342289,-17.010150,0.000000,112.464301,34.311143,13.343222,-22.105070,51.466714,56.804003
146,2015,1,7,2,0.000000,76.698332,309.944040,168.948400,26.862089,-29.427204,-17.253360,0.000000,104.267318,31.810368,12.370699,-24.448599,47.715552,52.663832
147,2015,1,7,3,0.000000,73.311148,297.776508,161.487230,25.675794,-23.566588,-15.351150,0.000000,99.662621,30.405545,11.824379,-20.328197,45.608318,50.338070
148,2015,1,7,4,0.000000,73.113501,301.304876,161.051858,25.606572,-10.509520,-12.061380,0.000000,99.393929,30.323572,11.792500,-11.611037,45.485357,50.202357
149,2015,1,7,5,0.000000,75.635845,317.650810,166.607991,26.489973,6.981536,-8.014080,0.000000,102.822923,31.369705,12.199330,-0.109191,47.054558,51.934290
150,2015,1,7,6,0.000000,82.453823,348.131507,181.626394,28.877837,13.151772,-7.351260,0.000000,108.791603,34.197438,13.299004,3.574904,51.296157,53.915759
151,2015,1,7,7,0.000000,91.661789,383.500295,201.909379,32.102746,4.094911,-10.803600,0.000000,103.709345,38.016410,14.784160,-3.042922,57.024615,45.838279
152,2015,1,7,8,0.000000,99.997012,411.599492,220.269916,35.021995,-15.855399,-16.866690,0.000000,98.540639,41.473415,16.128550,-16.868081,62.210123,38.061543
153,2015,1,7,9,0.000000,107.132889,434.282553,235.988576,37.521196,-37.054006,-23.087100,0.000000,93.941485,44.432996,17.279498,-31.449903,66.649493,31.261293
154,2015,1,7,10,0.000000,111.852518,459.350566,246.384809,39.174154,-20.877948,-19.652070,0.000000,86.057570,46.390445,18.040729,-20.963107,69.585668,22.801959
155,2015,1,7,11,0.000000,114.355059,471.631410,251.897318,40.050620,-15.334474,-18.589110,0.000000,80.659642,47.428365,18.444364,-17.425068,71.142548,17.320294
156,2015,1,7,12,0.000000,116.819494,487.673877,257.325889,40.913740,1.970452,-14.580870,0.000000,78.509911,48.450481,18.841854,-6.043660,72.675722,14.512463
157,2015,1,7,13,0.000000,117.624653,494.785207,259.099467,41.195731,13.234379,-11.868780,0.000000,78.504483,48.784418,18.971718,1.414915,73.176628,14.165315
158,2015,1,7,14,0.000000,117.721268,498.138331,259.312286,41.229568,22.085404,-9.668490,0.000000,81.935825,48.824489,18.987301,7.309514,73.236733,16.931654
159,2015,1,7,15,0.000000,118.493307,503.200762,261.012906,41.499960,27.616876,-8.385240,0.000000,89.585371,49.144689,19.111824,10.948538,73.717034,22.861763
160,2015,1,7,16,0.000000,119.068041,506.862172,262.278911,41.701249,31.412953,-7.510380,0.000000,102.466692,49.383058,19.204523,13.443060,74.074588,33.156397
161,2015,1,7,17,0.000000,116.330827,495.377888,256.249471,40.742594,31.194197,-7.211880,0.000000,113.045594,48.247808,18.763037,13.469612,72.371713,42.976927
162,2015,1,7,18,0.000000,109.042469,464.615424,240.194931,38.189989,30.061664,-6.554580,0.000000,117.437457,45.224987,17.587495,13.173611,67.837481,49.672478
163,2015,1,7,19,0.000000,102.711644,438.706868,226.249613,35.972742,31.515062,-5.374350,0.000000,126.431037,42.599299,16.566394,14.541259,63.898949,59.725507
164,2015,1,7,20,0.000000,101.411197,434.467647,223.385032,35.517285,35.061983,-4.319820,0.000000,137.863148,42.059943,16.356645,16.987775,63.089915,69.632573
165,2015,1,7,21,0.000000,98.207222,420.458230,216.327430,34.395156,33.105559,-4.395510,0.000000,133.507514,40.731106,15.839875,15.885279,61.096659,67.432609
166,2015,1,7,22,0.000000,95.324297,408.461251,209.977023,33.385468,33.171117,-4.007130,0.000000,129.588330,39.535423,15.374887,16.110551,59.303134,65.453089
167,2015,1,7,23,0.000000,91.305894,392.102308,201.125425,31.978101,34.352103,-3.193380,0.000000,124.125524,37.868804,14.726757,17.150954,56.803206,62.693909
