hour,year,month,day,hour_of_day,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14
39,2015,1,2,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.500000,0.000000,0.000000,0.000000,0.000000,58.500000
40,2015,1,2,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.400000,0.000000,0.000000,0.000000,0.000000,48.600000
41,2015,1,2,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.100000,0.000000,0.000000,0.000000,0.000000,36.900000
42,2015,1,2,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.800000,0.000000,0.000000,0.000000,0.000000,25.200000
43,2015,1,2,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,10.800000
44,2015,1,2,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45,2015,1,2,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,2015,1,2,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,2015,1,2,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,2015,1,2,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49,2015,1,3,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,2015,1,3,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,2015,1,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,2015,1,3,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,2015,1,3,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,2015,1,3,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.300000,0.000000,0.000000,0.000000,0.000000,2.700000
55,2015,1,3,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.900000,0.000000,0.000000,0.000000,0.000000,17.100000
56,2015,1,3,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.400000,0.000000,0.000000,0.000000,0.000000,30.600000
57,2015,1,3,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.700000,0.000000,0.000000,0.000000,0.000000,42.300000
58,2015,1,3,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.000000,0.000000,0.000000,0.000000,0.000000,54.000000
59,2015,1,3,11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.800000,0.000000,0.000000,0.000000,0.000000,61.200000
60,2015,1,3,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.300000,0.000000,0.000000,0.000000,0.000000,65.700000
61,2015,1,3,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.400000,0.000000,0.000000,0.000000,0.000000,66.600000
62,2015,1,3,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.100000,0.000000,0.000000,0.000000,0.000000,63.900000
63,2015,1,3,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.500000,0.000000,0.000000,0.000000,0.000000,58.500000
64,2015,1,3,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.400000,0.000000,0.000000,0.000000,0.000000,48.600000
65,2015,1,3,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.100000,0.000000,0.000000,0.000000,0.000000,36.900000
66,2015,1,3,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.800000,0.000000,0.000000,0.000000,0.000000,25.200000
67,2015,1,3,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,10.800000
68,2015,1,3,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,2015,1,3,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70,2015,1,3,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71,2015,1,3,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72,2015,1,3,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73,2015,1,4,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
74,2015,1,4,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75,2015,1,4,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
76,2015,1,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77,2015,1,4,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
78,2015,1,4,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.300000,0.000000,0.000000,0.000000,0.000000,2.700000
79,2015,1,4,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.900000,0.000000,0.000000,0.000000,0.000000,17.100000
80,2015,1,4,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.400000,0.000000,0.000000,0.000000,0.000000,30.600000
81,2015,1,4,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.700000,0.000000,0.000000,0.000000,0.000000,42.300000
82,2015,1,4,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.000000,0.000000,0.000000,0.000000,0.000000,54.000000
83,2015,1,4,11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.800000,0.000000,0.000000,0.000000,0.000000,61.200000
84,2015,1,4,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.300000,0.000000,0.000000,0.000000,0.000000,65.700000
85,2015,1,4,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.400000,0.000000,0.000000,0.000000,0.000000,66.600000
86,2015,1,4,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.100000,0.000000,0.000000,0.000000,0.000000,63.900000
87,2015,1,4,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.500000,0.000000,0.000000,0.000000,0.000000,58.500000
88,2015,1,4,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.400000,0.000000,0.000000,0.000000,0.000000,48.600000
89,2015,1,4,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.100000,0.000000,0.000000,0.000000,0.000000,36.900000
90,2015,1,4,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.800000,0.000000,0.000000,0.000000,0.000000,25.200000
91,2015,1,4,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,10.800000
92,2015,1,4,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
93,2015,1,4,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,2015,1,4,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
95,2015,1,4,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
96,2015,1,4,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
97,2015,1,5,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,2015,1,5,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
99,2015,1,5,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100,2015,1,5,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
101,2015,1,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
102,2015,1,5,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.300000,0.000000,0.000000,0.000000,0.000000,2.700000
103,2015,1,5,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.900000,0.000000,0.000000,0.000000,0.000000,17.100000
104,2015,1,5,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.400000,0.000000,0.000000,0.000000,0.000000,30.600000
105,2015,1,5,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.700000,0.000000,0.000000,0.000000,0.000000,42.300000
106,2015,1,5,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.000000,0.000000,0.000000,0.000000,0.000000,54.000000
107,2015,1,5,11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.800000,0.000000,0.000000,0.000000,0.000000,61.200000
108,2015,1,5,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.300000,0.000000,0.000000,0.000000,0.000000,65.700000
109,2015,1,5,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.400000,0.000000,0.000000,0.000000,0.000000,66.600000
110,2015,1,5,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.100000,0.000000,0.000000,0.000000,0.000000,63.900000
111,2015,1,5,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.500000,0.000000,0.000000,0.000000,0.000000,58.500000
112,2015,1,5,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.400000,0.000000,0.000000,0.000000,0.000000,48.600000
113,2015,1,5,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.100000,0.000000,0.000000,0.000000,0.000000,36.900000
114,2015,1,5,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.800000,0.000000,0.000000,0.000000,0.000000,25.200000
115,2015,1,5,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,10.800000
116,2015,1,5,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117,2015,1,5,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
118,2015,1,5,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119,2015,1,5,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120,2015,1,5,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
121,2015,1,6,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122,2015,1,6,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123,2015,1,6,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124,2015,1,6,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125,2015,1,6,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126,2015,1,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.300000,0.000000,0.000000,0.000000,0.000000,2.700000
127,2015,1,6,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.900000,0.000000,0.000000,0.000000,0.000000,17.100000
128,2015,1,6,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.400000,0.000000,0.000000,0.000000,0.000000,30.600000
129,2015,1,6,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.700000,0.000000,0.000000,0.000000,0.000000,42.300000
130,2015,1,6,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.000000,0.000000,0.000000,0.000000,0.000000,54.000000
131,2015,1,6,11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.800000,0.000000,0.000000,0.000000,0.000000,61.200000
132,2015,1,6,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.300000,0.000000,0.000000,0.000000,0.000000,65.700000
133,2015,1,6,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.400000,0.000000,0.000000,0.000000,0.000000,66.600000
134,2015,1,6,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.100000,0.000000,0.000000,0.000000,0.000000,63.900000
135,2015,1,6,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.500000,0.000000,0.000000,0.000000,0.000000,58.500000
136,2015,1,6,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.400000,0.000000,0.000000,0.000000,0.000000,48.600000
137,2015,1,6,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.100000,0.000000,0.000000,0.000000,0.000000,36.900000
138,2015,1,6,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.800000,0.000000,0.000000,0.000000,0.000000,25.200000
139,2015,1,6,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,10.800000
140,2015,1,6,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
141,2015,1,6,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
142,2015,1,6,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
143,2015,1,6,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
144,2015,1,6,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
145,2015,1,7,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
146,2015,1,7,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
147,2015,1,7,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
148,2015,1,7,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
149,2015,1,7,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
150,2015,1,7,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.300000,0.000000,0.000000,0.000000,0.000000,2.700000
151,2015,1,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.900000,0.000000,0.000000,0.000000,0.000000,17.100000
152,2015,1,7,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.400000,0.000000,0.000000,0.000000,0.000000,30.600000
153,2015,1,7,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.700000,0.000000,0.000000,0.000000,0.000000,42.300000
154,2015,1,7,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.000000,0.000000,0.000000,0.000000,0.000000,54.000000
155,2015,1,7,11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.800000,0.000000,0.000000,0.000000,0.000000,61.200000
156,2015,1,7,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.300000,0.000000,0.000000,0.000000,0.000000,65.700000
157,2015,1,7,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.400000,0.000000,0.000000,0.000000,0.000000,66.600000
158,2015,1,7,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.100000,0.000000,0.000000,0.000000,0.000000,63.900000
159,2015,1,7,15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.500000,0.000000,0.000000,0.000000,0.000000,58.500000
160,2015,1,7,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.400000,0.000000,0.000000,0.000000,0.000000,48.600000
161,2015,1,7,17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.100000,0.000000,0.000000,0.000000,0.000000,36.900000
162,2015,1,7,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.800000,0.000000,0.000000,0.000000,0.000000,25.200000
163,2015,1,7,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,10.800000
164,2015,1,7,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
165,2015,1,7,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
166,2015,1,7,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
167,2015,1,7,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
168,2015,1,7,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
169,2015,1,8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
170,2015,1,8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
171,2015,1,8,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
