hour,year,month,day,hour_of_day,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14
12,2015,1,1,12,0.000000,86.414303,375.125684,190.350400,30.264917,44.600931,0.000000,0.000000,117.475665,35.840033,13.937791,24.291578,53.760050,59.335167
13,2015,1,1,13,0.000000,87.193869,378.509790,192.067601,30.537945,45.003287,0.000000,0.000000,118.535444,36.163356,14.063527,24.510719,54.245034,59.870445
14,2015,1,1,14,0.000000,88.294789,383.288899,194.492668,30.923521,45.571504,0.000000,0.000000,120.032086,36.619958,14.241095,24.820194,54.929938,60.626376
15,2015,1,1,15,0.000000,89.447765,388.293984,197.032404,31.327328,46.166588,0.000000,0.000000,121.599496,37.098151,14.427059,25.144303,55.647227,61.418051
16,2015,1,1,16,0.000000,91.545169,397.398843,201.652491,32.061902,47.249119,0.000000,0.000000,124.450805,37.968042,14.765350,25.733895,56.952063,62.858203
17,2015,1,1,17,0.000000,94.467502,410.084733,208.089705,33.085392,48.757420,0.000000,0.000000,128.423563,39.180070,15.236694,26.555381,58.770105,64.864783
18,2015,1,1,18,0.000000,94.981641,412.316618,209.222233,33.265460,49.022783,0.000000,0.000000,129.122508,39.393307,15.319620,26.699908,59.089961,65.217809
19,2015,1,1,19,0.000000,93.516252,405.955341,205.994324,32.752236,48.266452,0.000000,0.000000,127.130388,38.785542,15.083266,26.287979,58.178313,64.211620
20,2015,1,1,20,0.000000,94.401467,409.798073,207.944245,33.062265,48.723338,0.000000,0.000000,128.333792,39.152682,15.226043,26.536818,58.729023,64.819440
21,2015,1,1,21,0.000000,93.728177,406.875313,206.461146,32.826458,48.375833,0.000000,0.000000,127.418490,38.873438,15.117448,26.347552,58.310156,64.357136
22,2015,1,1,22,0.000000,92.450400,401.328465,203.646504,32.378942,47.716336,0.000000,0.000000,125.681420,38.343484,14.911355,25.988361,57.515226,63.479768
23,2015,1,1,23,0.000000,90.510142,392.905780,199.372572,31.699405,46.714912,0.000000,0.000000,123.043742,37.538769,14.598410,25.442943,56.308153,62.147517
24,2015,1,1,24,0.000000,85.815104,372.524552,189.030505,30.055059,44.291667,0.000000,0.000000,116.661086,35.591518,13.841146,24.123140,53.387277,58.923735
25,2015,1,2,1,0.000000,82.449472,357.914298,181.616809,28.876313,42.554566,0.000000,0.000000,112.085688,34.195634,13.298302,23.177041,51.293450,56.612771
26,2015,1,2,2,0.000000,76.830658,333.522948,169.239882,26.908433,39.654533,0.000000,0.000000,104.447208,31.865250,12.392042,21.597558,47.797875,52.754691
27,2015,1,2,3,0.000000,73.311867,318.247830,161.488814,25.676046,37.838383,0.000000,0.000000,99.663598,30.405844,11.824495,20.608405,45.608765,50.338563
28,2015,1,2,4,0.000000,72.729104,315.718044,160.205122,25.471944,37.537602,0.000000,0.000000,98.871362,30.164144,11.730501,20.444587,45.246217,49.938417
29,2015,1,2,5,0.000000,75.564449,328.026316,166.450721,26.464968,39.001006,0.000000,0.000000,102.725863,31.340094,12.187814,21.241619,47.010141,51.885267
30,2015,1,2,6,0.000000,82.221050,356.922717,181.113650,28.796313,42.436671,0.000000,0.000000,111.775161,34.100897,13.261460,23.112830,51.151345,56.455929
31,2015,1,2,7,0.000000,91.116337,395.537281,200.707877,31.911713,47.027787,0.000000,0.000000,123.867832,37.790186,14.696183,25.613348,56.685279,62.563752
32,2015,1,2,8,0.000000,99.838792,433.401578,219.921395,34.966582,51.529699,0.000000,0.000000,135.725547,41.407794,16.103031,28.065283,62.111691,68.552903
33,2015,1,2,9,0.000000,105.557374,458.226021,232.518087,36.969403,54.481225,0.000000,0.000000,143.499656,43.779556,17.025383,29.672810,65.669334,72.479487
34,2015,1,2,10,0.000000,108.053550,469.061955,238.016576,37.843640,55.769574,0.000000,0.000000,146.893075,44.814836,17.427992,30.374500,67.222255,74.193452
35,2015,1,2,11,0.000000,108.354060,470.366474,238.678529,37.948888,55.924676,0.000000,0.000000,147.301603,44.939472,17.476461,30.458976,67.409208,74.399793
36,2015,1,2,12,0.000000,109.117183,473.679201,240.359510,38.216156,56.318546,0.000000,0.000000,148.339028,45.255975,17.599546,30.673494,67.883962,74.923780
37,2015,1,2,13,0.000000,110.666449,480.404586,243.772178,38.758756,57.118167,0.000000,0.000000,150.445173,45.898527,17.849427,31.109002,68.847791,75.987562
38,2015,1,2,14,0.000000,112.106748,486.656944,246.944819,39.263193,57.861548,0.000000,0.000000,152.403183,46.495886,18.081734,31.513879,69.743830,76.976523
39,2015,1,2,15,0.000000,113.699329,493.570358,250.452899,39.820963,58.683524,0.000000,0.000000,154.568212,47.156404,18.338601,31.961562,70.734605,78.070046
40,2015,1,2,16,0.000000,115.929055,503.249630,255.364462,40.601881,59.834351,0.000000,0.000000,157.599406,48.081175,18.698235,32.588352,72.121762,79.601056
41,2015,1,2,17,0.000000,115.196985,500.071704,253.751884,40.345488,59.456508,0.000000,0.000000,156.604196,47.777551,18.580159,32.382563,71.666327,79.098391
42,2015,1,2,18,0.000000,109.499023,475.336774,241.200614,38.349888,56.515625,0.000000,0.000000,148.858119,45.414341,17.661133,30.780831,68.121512,75.185965
43,2015,1,2,19,0.000000,104.943364,455.560594,231.165567,36.754358,54.164317,0.000000,0.000000,142.664942,43.524898,16.926349,29.500208,65.287346,72.057886
44,2015,1,2,20,0.000000,104.328271,452.890466,229.810661,36.538934,53.846849,0.000000,0.000000,141.828755,43.269790,16.827140,29.327302,64.904685,71.635541
45,2015,1,2,21,0.000000,102.072870,443.099738,224.842542,35.749023,52.682771,0.000000,0.000000,138.762657,42.334370,16.463366,28.693295,63.501555,70.086901
46,2015,1,2,22,0.000000,99.879329,433.577550,220.010689,34.980779,51.550622,0.000000,0.000000,135.780655,41.424607,16.109569,28.076678,62.136910,68.580738
47,2015,1,2,23,0.000000,95.963098,416.577133,211.384151,33.609195,49.529341,0.000000,0.000000,130.456746,39.800363,15.477919,26.975802,59.700545,65.891712
48,2015,1,2,24,0.000000,90.174825,391.450164,198.633947,31.581967,46.541845,0.000000,0.000000,122.587896,37.399697,14.544327,25.348684,56.099546,61.917276
49,2015,1,3,1,0.000000,79.646328,345.745810,175.442142,27.894566,41.107782,0.000000,0.000000,108.274962,33.033039,12.846182,22.389060,49.549559,54.688032
50,2015,1,3,2,0.000000,73.528630,319.188801,161.966292,25.751963,37.950261,0.000000,0.000000,99.958276,30.495745,11.859457,20.669338,45.743618,50.487401
51,2015,1,3,3,0.000000,69.905421,303.460401,153.985214,24.483005,36.080218,0.000000,0.000000,95.032716,28.993032,11.275068,19.650833,43.489548,47.999575
52,2015,1,3,4,0.000000,68.582305,297.716734,151.070699,24.019609,35.397319,0.000000,0.000000,93.234009,28.444274,11.061662,19.278897,42.666411,47.091076
53,2015,1,3,5,0.000000,69.504030,301.717954,153.101042,24.342425,35.873048,0.000000,0.000000,94.487045,28.826556,11.210327,19.537999,43.239834,47.723965
54,2015,1,3,6,0.000000,71.592163,310.782570,157.700710,25.073753,36.950794,0.000000,0.000000,97.325752,29.692602,11.547123,20.124986,44.538903,49.157753
55,2015,1,3,7,0.000000,76.934093,333.971963,169.467727,26.944659,39.707919,0.000000,0.000000,104.587823,31.908149,12.408725,21.626635,47.862224,52.825714
56,2015,1,3,8,0.000000,84.131361,365.215399,185.321614,29.465361,43.422638,0.000000,0.000000,114.372126,34.893191,13.569574,23.649829,52.339787,57.767616
57,2015,1,3,9,0.000000,90.670825,393.603303,199.726517,31.755680,46.797845,0.000000,0.000000,123.262181,37.605411,14.624327,25.488112,56.408117,62.257847
58,2015,1,3,10,0.000000,93.674442,406.642048,206.342780,32.807639,48.348099,0.000000,0.000000,127.345440,38.851151,15.108781,26.332447,58.276727,64.320239
59,2015,1,3,11,0.000000,96.498897,418.903047,212.564391,33.796849,49.805882,0.000000,0.000000,131.185137,40.022584,15.564338,27.126418,60.033876,66.259612
60,2015,1,3,12,0.000000,96.456157,418.717512,212.470245,33.781880,49.783823,0.000000,0.000000,131.127034,40.004858,15.557445,27.114404,60.007287,66.230265
61,2015,1,3,13,0.000000,93.495005,405.863109,205.947522,32.744794,48.255486,0.000000,0.000000,127.101504,38.776730,15.079839,26.282006,58.165095,64.197031
62,2015,1,3,14,0.000000,93.167819,404.442791,205.226809,32.630204,48.086616,0.000000,0.000000,126.656713,38.641031,15.027068,26.190032,57.961547,63.972374
63,2015,1,3,15,0.000000,94.457720,410.042268,208.068157,33.081966,48.752372,0.000000,0.000000,128.410264,39.176013,15.235116,26.552631,58.764019,64.858066
64,2015,1,3,16,0.000000,97.787290,424.495979,215.402418,34.248083,50.470860,0.000000,0.000000,132.936639,40.556941,15.772144,27.488593,60.835411,67.144268
65,2015,1,3,17,0.000000,99.249064,430.841561,218.622363,34.760041,51.225324,0.000000,0.000000,134.923843,41.163206,16.007914,27.899507,61.744810,68.147975
66,2015,1,3,18,0.000000,97.876734,424.884256,215.599442,34.279409,50.517024,0.000000,0.000000,133.058233,40.594037,15.786570,27.513736,60.891056,67.205684
67,2015,1,3,19,0.000000,95.700504,415.437210,210.805718,33.517227,49.393808,0.000000,0.000000,130.099763,39.691453,15.435565,26.901985,59.537180,65.711406
68,2015,1,3,20,0.000000,94.987870,412.343656,209.235953,33.267641,49.025997,0.000000,0.000000,129.130975,39.395891,15.320624,26.701659,59.093836,65.222086
69,2015,1,3,21,0.000000,94.154255,408.724924,207.399696,32.975684,48.595745,0.000000,0.000000,127.997720,39.050152,15.186170,26.467325,58.575228,64.649696
70,2015,1,3,22,0.000000,91.556122,397.446389,201.676618,32.065738,47.254772,0.000000,0.000000,124.465695,37.972585,14.767116,25.736974,56.958877,62.865724
71,2015,1,3,23,0.000000,87.259504,378.794714,192.212180,30.560932,45.037163,0.000000,0.000000,118.624672,36.190578,14.074114,24.529169,54.285867,59.915512
72,2015,1,3,24,0.000000,81.463268,353.633173,179.444434,28.530914,42.045558,0.000000,0.000000,110.744996,33.786609,13.139237,22.899813,50.679913,55.935608
73,2015,1,4,1,0.000000,77.779626,337.642432,171.330236,27.240791,40.144323,0.000000,0.000000,105.737280,32.258831,12.545101,21.864319,48.388247,53.406287
74,2015,1,4,2,0.000000,72.557648,314.973754,159.827446,25.411895,37.449109,0.000000,0.000000,98.638278,30.093034,11.702846,20.396390,45.139551,49.820689
75,2015,1,4,3,0.000000,68.925983,299.208644,151.827741,24.139976,35.574701,0.000000,0.000000,93.701221,28.586813,11.117094,19.375507,42.880220,47.327057
76,2015,1,4,4,0.000000,68.045948,295.388403,149.889232,23.831761,35.120490,0.000000,0.000000,92.504861,28.221822,10.975153,19.128124,42.332733,46.722794
77,2015,1,4,5,0.000000,68.374925,296.816497,150.613891,23.946978,35.290284,0.000000,0.000000,92.952088,28.358264,11.028214,19.220601,42.537396,46.948682
78,2015,1,4,6,0.000000,69.825807,303.114792,153.809841,24.455121,36.039126,0.000000,0.000000,94.924484,28.960012,11.262227,19.628453,43.440018,47.944909
79,2015,1,4,7,0.000000,73.779494,320.277801,162.518884,25.839823,38.079739,0.000000,0.000000,100.299311,30.599790,11.899918,20.739858,45.899685,50.659652
80,2015,1,4,8,0.000000,78.738923,341.806751,173.443341,27.576766,40.639444,0.000000,0.000000,107.041392,32.656696,12.699826,22.133983,48.985044,54.064974
81,2015,1,4,9,0.000000,83.467784,362.334806,183.859912,29.232957,43.080147,0.000000,0.000000,113.470029,34.617975,13.462546,23.463294,51.926963,57.311981
82,2015,1,4,10,0.000000,86.453210,375.294579,190.436103,30.278544,44.621012,0.000000,0.000000,117.528557,35.856170,13.944066,24.302515,53.784255,59.361881
83,2015,1,4,11,0.000000,86.977342,377.569843,191.590642,30.462110,44.891531,0.000000,0.000000,118.241087,36.073552,14.028604,24.449852,54.110328,59.721769
84,2015,1,4,12,0.000000,86.332187,374.769215,190.169517,30.236157,44.558548,0.000000,0.000000,117.364032,35.805976,13.924546,24.268495,53.708964,59.278782
85,2015,1,4,13,0.000000,85.297117,370.275962,187.889501,29.873645,44.024318,0.000000,0.000000,115.956910,35.376684,13.757599,23.977530,53.065026,58.568066
86,2015,1,4,14,0.000000,83.598858,362.903796,184.148636,29.278863,43.147797,0.000000,0.000000,113.648216,34.672337,13.483687,23.500140,52.008506,57.401981
87,2015,1,4,15,0.000000,83.554485,362.711175,184.050893,29.263322,43.124896,0.000000,0.000000,113.587894,34.653934,13.476530,23.487666,51.980901,57.371513
88,2015,1,4,16,0.000000,83.676127,363.239225,184.318843,29.305925,43.187679,0.000000,0.000000,113.753261,34.704385,13.496150,23.521861,52.056577,57.455037
89,2015,1,4,17,0.000000,84.231537,365.650268,185.542280,29.500446,43.474342,0.000000,0.000000,114.508311,34.934739,13.585732,23.677990,52.402108,57.836401
90,2015,1,4,18,0.000000,85.865120,372.741671,189.140678,30.072576,44.317481,0.000000,0.000000,116.729080,35.612262,13.849213,24.137199,53.418392,58.958077
91,2015,1,4,19,0.000000,86.171613,374.072163,189.815811,30.179920,44.475671,0.000000,0.000000,117.145741,35.739379,13.898647,24.223357,53.609068,59.168527
92,2015,1,4,20,0.000000,87.996878,381.995663,193.836441,30.819183,45.417743,0.000000,0.000000,119.627092,36.496401,14.193045,24.736450,54.744601,60.421819
93,2015,1,4,21,0.000000,86.310624,374.675613,190.122020,30.228606,44.547419,0.000000,0.000000,117.334720,35.797033,13.921068,24.262434,53.695550,59.263977
94,2015,1,4,22,0.000000,84.473214,366.699390,186.074637,29.585089,43.599078,0.000000,0.000000,114.836858,35.034974,13.624712,23.745927,52.552460,58.002345
95,2015,1,4,23,0.000000,81.950275,355.747278,180.517196,28.701479,42.296916,0.000000,0.000000,111.407056,33.988593,13.217786,23.036713,50.982890,56.270005
96,2015,1,4,24,0.000000,78.047069,338.803405,171.919350,27.334457,40.282358,0.000000,0.000000,106.100854,32.369752,12.588237,21.939499,48.554628,53.589923
97,2015,1,5,1,0.000000,75.438319,327.478784,166.172886,26.420794,38.935906,0.000000,0.000000,102.554396,31.287782,12.167471,21.206163,46.931673,51.798661
98,2015,1,5,2,0.000000,71.294812,309.491765,157.045715,24.969612,36.797322,0.000000,0.000000,96.921519,29.569277,11.499163,20.041399,44.353915,48.953581
99,2015,1,5,3,0.000000,68.817041,298.735725,151.587767,24.101821,35.518473,0.000000,0.000000,93.553120,28.541630,11.099523,19.344882,42.812445,47.252254
100,2015,1,5,4,0.000000,69.282684,300.757088,152.613470,24.264903,35.758805,0.000000,0.000000,94.186137,28.734754,11.174626,19.475777,43.102131,47.571981
101,2015,1,5,5,0.000000,72.064017,312.830893,158.740092,25.239010,37.194331,0.000000,0.000000,97.967212,29.888302,11.623229,20.257627,44.832453,49.481744
102,2015,1,5,6,0.000000,78.222313,339.564142,172.305371,27.395833,40.372807,0.000000,0.000000,106.339089,32.442434,12.616502,21.988761,48.663651,53.710252
103,2015,1,5,7,0.000000,86.563706,375.774244,190.679499,30.317243,44.678042,0.000000,0.000000,117.678771,35.901998,13.961888,24.333576,53.852997,59.437752
104,2015,1,5,8,0.000000,92.889956,403.236583,204.614742,32.532888,47.943203,0.000000,0.000000,126.278972,38.525788,14.982251,26.111923,57.788682,63.781583
105,2015,1,5,9,0.000000,98.361796,426.989917,216.667920,34.449293,50.767379,0.000000,0.000000,133.717649,40.795215,15.864806,27.650090,61.192823,67.538745
106,2015,1,5,10,0.000000,100.562045,436.541229,221.514551,35.219887,51.902991,0.000000,0.000000,136.708771,41.707761,16.219685,28.268593,62.561641,69.049515
107,2015,1,5,11,0.000000,100.865505,437.858552,222.183002,35.326168,52.059615,0.000000,0.000000,137.121309,41.833620,16.268630,28.353898,62.750429,69.257881
108,2015,1,5,12,0.000000,99.927030,433.784618,220.115762,34.997485,51.575241,0.000000,0.000000,135.845501,41.444390,16.117263,28.090087,62.166585,68.613491
109,2015,1,5,13,0.000000,98.502446,427.600478,216.977737,34.498552,50.839972,0.000000,0.000000,133.908855,40.853549,15.887491,27.689628,61.280323,67.635320
110,2015,1,5,14,0.000000,98.456917,427.402838,216.877448,34.482607,50.816473,0.000000,0.000000,133.846961,40.834666,15.880148,27.676829,61.251999,67.604058
111,2015,1,5,15,0.000000,98.525517,427.700630,217.028558,34.506633,50.851880,0.000000,0.000000,133.940219,40.863118,15.891212,27.696113,61.294676,67.651161
112,2015,1,5,16,0.000000,100.264056,435.247652,220.858150,35.115522,51.749190,0.000000,0.000000,136.303670,41.584171,16.171622,28.184827,62.376256,68.844905
113,2015,1,5,17,0.000000,100.511724,436.322785,221.403706,35.202263,51.877019,0.000000,0.000000,136.640363,41.686890,16.211568,28.254448,62.530335,69.014963
114,2015,1,5,18,0.000000,97.289413,422.334689,214.305712,34.073712,50.213891,0.000000,0.000000,132.259802,40.350448,15.691841,27.348637,60.525672,66.802408
115,2015,1,5,19,0.000000,94.521315,410.318337,208.208243,33.104240,48.785195,0.000000,0.000000,128.496719,39.202389,15.245373,26.570508,58.803583,64.901733
116,2015,1,5,20,0.000000,95.010842,412.443378,209.286555,33.275687,49.037854,0.000000,0.000000,129.162204,39.405418,15.324329,26.708117,59.108127,65.237859
117,2015,1,5,21,0.000000,92.627197,402.095943,204.035946,32.440862,47.807586,0.000000,0.000000,125.921766,38.416810,14.939871,26.038060,57.625215,63.601163
118,2015,1,5,22,0.000000,91.207227,395.931832,200.908085,31.943545,47.074698,0.000000,0.000000,123.991391,37.827882,14.710843,25.638898,56.741823,62.626160
119,2015,1,5,23,0.000000,88.949566,386.131297,195.934989,31.152843,45.909454,0.000000,0.000000,120.922221,36.891525,14.346704,25.004256,55.337288,61.075969
120,2015,1,5,24,0.000000,85.158623,369.674759,187.584432,29.825140,43.952838,0.000000,0.000000,115.768635,35.319244,13.735262,23.938599,52.978867,58.472971
121,2015,1,6,1,0.000000,80.750364,350.538447,177.874074,28.281234,41.677607,0.000000,0.000000,109.775841,33.490934,13.024252,22.699411,50.236402,55.446103
122,2015,1,6,2,0.000000,74.863146,324.981953,164.905917,26.219351,38.639043,0.000000,0.000000,101.772480,31.049231,12.074701,21.044479,46.573847,51.403727
123,2015,1,6,3,0.000000,70.980356,308.126708,156.353043,24.859480,36.635023,0.000000,0.000000,96.494033,29.438857,11.448445,19.953003,44.158286,48.737664
124,2015,1,6,4,0.000000,70.537831,306.205701,155.378264,24.704494,36.406623,0.000000,0.000000,95.892444,29.255322,11.377070,19.828607,43.882983,48.433810
125,2015,1,6,5,0.000000,72.870387,316.331356,160.516336,25.521426,37.610522,0.000000,0.000000,99.063429,30.222741,11.753288,20.484302,45.334111,50.035427
126,2015,1,6,6,0.000000,79.577927,345.448883,175.291471,27.870611,41.072479,0.000000,0.000000,108.181975,33.004670,12.835150,22.369832,49.507006,54.641065
127,2015,1,6,7,0.000000,88.219654,382.962736,194.327163,30.897206,45.532724,0.000000,0.000000,119.929944,36.588796,14.228976,24.799073,54.883195,60.574785
128,2015,1,6,8,0.000000,97.202604,421.957847,214.114492,34.043308,50.169086,0.000000,0.000000,132.141789,40.314444,15.677839,27.324234,60.471666,66.742802
129,2015,1,6,9,0.000000,103.162469,447.829702,227.242673,36.130634,53.245145,0.000000,0.000000,140.243909,42.786277,16.639108,28.999588,64.179416,70.835059
130,2015,1,6,10,0.000000,106.702835,463.198483,235.041268,37.370578,55.072431,0.000000,0.000000,145.056850,44.254632,17.210135,29.994806,66.381948,73.266002
131,2015,1,6,11,0.000000,107.967810,468.689757,237.827711,37.813611,55.725321,0.000000,0.000000,146.776516,44.779276,17.414163,30.350398,67.168914,74.134579
132,2015,1,6,12,0.000000,109.757455,476.458630,241.769878,38.440399,56.649009,0.000000,0.000000,149.209443,45.521525,17.702815,30.853478,68.282288,75.363414
133,2015,1,6,13,0.000000,112.940777,490.277473,248.781987,39.555295,58.292014,0.000000,0.000000,153.537001,46.841797,18.216254,31.748329,70.262695,77.549197
134,2015,1,6,14,0.000000,114.486196,496.986162,252.186184,40.096548,59.089650,0.000000,0.000000,155.637917,47.482754,18.465516,32.182756,71.224131,78.610338
135,2015,1,6,15,0.000000,116.066957,503.848267,255.668229,40.650179,59.905526,0.000000,0.000000,157.786878,48.138369,18.720477,32.627117,72.207554,79.695745
136,2015,1,6,16,0.000000,115.140909,499.828276,253.628361,40.325848,59.427566,0.000000,0.000000,156.527963,47.754294,18.571114,32.366799,71.631441,79.059887
137,2015,1,6,17,0.000000,113.423938,492.374881,249.846277,39.724513,58.541387,0.000000,0.000000,154.193832,47.042186,18.294183,31.884148,70.563279,77.880953
138,2015,1,6,18,0.000000,109.276179,474.369403,240.709739,38.271841,56.400608,0.000000,0.000000,148.555174,45.321917,17.625190,30.718189,67.982876,75.032952
139,2015,1,6,19,0.000000,104.276988,452.667845,229.697696,36.520973,53.820381,0.000000,0.000000,141.759038,43.248520,16.818869,29.312886,64.872780,71.600328
140,2015,1,6,20,0.000000,103.996876,451.451877,229.080677,36.422869,53.675807,0.000000,0.000000,141.378242,43.132345,16.773690,29.234145,64.698517,71.407993
141,2015,1,6,21,0.000000,100.479766,436.184055,221.333310,35.191070,51.860525,0.000000,0.000000,136.596918,41.673636,16.206414,28.245464,62.510454,68.993019
142,2015,1,6,22,0.000000,97.045621,421.276384,213.768696,33.988328,50.088063,0.000000,0.000000,131.928379,40.249336,15.652520,27.280106,60.374004,66.635012
143,2015,1,6,23,0.000000,92.943012,403.466900,204.731612,32.551470,47.970587,0.000000,0.000000,126.351099,38.547793,14.990808,26.126837,57.821690,63.818013
144,2015,1,6,24,0.000000,88.041201,382.188070,193.934074,30.834706,45.440620,0.000000,0.000000,119.687347,36.514784,14.200194,24.748909,54.772176,60.452253
145,2015,1,7,1,0.000000,82.727978,359.123295,182.230292,28.973854,42.698311,0.000000,0.000000,112.464301,34.311143,13.343222,23.255330,51.466714,56.804003
146,2015,1,7,2,0.000000,76.698332,332.948520,168.948400,26.862089,39.586236,0.000000,0.000000,104.267318,31.810368,12.370699,21.560361,47.715552,52.663832
147,2015,1,7,3,0.000000,73.311148,318.244708,161.487230,25.675794,37.838012,0.000000,0.000000,99.662621,30.405545,11.824379,20.608203,45.608318,50.338070
148,2015,1,7,4,0.000000,73.113501,317.386716,161.051858,25.606572,37.736000,0.000000,0.000000,99.393929,30.323572,11.792500,20.552643,45.485357,50.202357
149,2015,1,7,5,0.000000,75.635845,328.336250,166.607991,26.489973,39.037856,0.000000,0.000000,102.822923,31.369705,12.199330,21.261689,47.054558,51.934290
150,2015,1,7,6,0.000000,82.453823,357.933187,181.626394,28.877837,42.556812,0.000000,0.000000,112.091603,34.197438,13.299004,23.178264,51.296157,56.615759
151,2015,1,7,7,0.000000,91.661789,397.905095,201.909379,32.102746,47.309311,0.000000,0.000000,124.609345,38.016410,14.784160,25.766678,57.024615,62.938279
152,2015,1,7,8,0.000000,99.997012,434.088412,220.269916,35.021995,51.611361,0.000000,0.000000,135.940639,41.473415,16.128550,28.109759,62.210123,68.661543
153,2015,1,7,9,0.000000,107.132889,465.065353,235.988576,37.521196,55.294394,0.000000,0.000000,145.641485,44.432996,17.279498,30.115697,66.649493,73.561293
154,2015,1,7,10,0.000000,111.852518,485.553326,246.384809,39.174154,57.730332,0.000000,0.000000,152.057570,46.390445,18.040729,31.442413,69.585668,76.801959
155,2015,1,7,11,0.000000,114.355059,496.416890,251.897318,40.050620,59.021966,0.000000,0.000000,155.459642,47.428365,18.444364,32.145892,71.142548,78.520294
156,2015,1,7,12,0.000000,116.819494,507.115037,257.325889,40.913740,60.293932,0.000000,0.000000,158.809911,48.450481,18.841854,32.838660,72.675722,80.212463
157,2015,1,7,13,0.000000,117.624653,510.610247,259.099467,41.195731,60.709499,0.000000,0.000000,159.904483,48.784418,18.971718,33.064995,73.176628,80.765315
158,2015,1,7,14,0.000000,117.721268,511.029651,259.312286,41.229568,60.759364,0.000000,0.000000,160.035825,48.824489,18.987301,33.092154,73.236733,80.831654
159,2015,1,7,15,0.000000,118.493307,514.381082,261.012906,41.499960,61.157836,0.000000,0.000000,161.085371,49.144689,19.111824,33.309178,73.717034,81.361763
160,2015,1,7,16,0.000000,119.068041,516.876012,262.278911,41.701249,61.454473,0.000000,0.000000,161.866692,49.383058,19.204523,33.470740,74.074588,81.756397
161,2015,1,7,17,0.000000,116.330827,504.993728,256.249471,40.742594,60.041717,0.000000,0.000000,158.145594,48.247808,18.763037,32.701292,72.371713,79.876927
162,2015,1,7,18,0.000000,109.042469,473.354864,240.194931,38.189989,56.279984,0.000000,0.000000,148.237457,45.224987,17.587495,30.652491,67.837481,74.872478
163,2015,1,7,19,0.000000,102.711644,445.872668,226.249613,35.972742,53.012462,0.000000,0.000000,139.631037,42.599299,16.566394,28.872859,63.898949,70.525507
164,2015,1,7,20,0.000000,101.411197,440.227407,223.385032,35.517285,52.341263,0.000000,0.000000,137.863148,42.059943,16.356645,28.507295,63.089915,69.632573
165,2015,1,7,21,0.000000,98.207222,426.318910,216.327430,34.395156,50.687599,0.000000,0.000000,133.507514,40.731106,15.839875,27.606639,61.096659,67.432609
166,2015,1,7,22,0.000000,95.324297,413.804091,209.977023,33.385468,49.199637,0.000000,0.000000,129.588330,39.535423,15.374887,26.796231,59.303134,65.453089
167,2015,1,7,23,0.000000,91.305894,396.360148,201.125425,31.978101,47.125623,0.000000,0.000000,124.125524,37.868804,14.726757,25.666634,56.803206,62.693909
168,2015,1,7,24,0.000000,86.466988,375.354391,190.466453,30.283369,44.628123,0.000000,0.000000,117.547288,35.861885,13.946288,24.306388,53.792827,59.371342
169,2015,1,8,1,0.000000,81.361865,353.192982,179.221067,28.495400,41.993221,0.000000,0.000000,110.607144,33.744552,13.122881,22.871308,50.616829,55.865981
170,2015,1,8,2,0.000000,75.934857,329.634265,167.266644,26.594697,39.192184,0.000000,0.000000,103.229414,31.493720,12.247558,21.345743,47.240579,52.139602
171,2015,1,8,3,0.000000,72.420440,314.378131,159.525209,25.363841,37.378292,0.000000,0.000000,98.451750,30.036127,11.680716,20.357820,45.054191,49.726477
