hour,year,month,day,hour_of_day,bus1,bus2,bus3,bus4,bus5,bus6
103,2015,1,5,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
104,2015,1,5,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
105,2015,1,5,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
106,2015,1,5,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
107,2015,1,5,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
108,2015,1,5,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
109,2015,1,5,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
110,2015,1,5,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
111,2015,1,5,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
112,2015,1,5,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
113,2015,1,5,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
114,2015,1,5,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
115,2015,1,5,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
116,2015,1,5,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117,2015,1,5,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
118,2015,1,5,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119,2015,1,5,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120,2015,1,5,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
121,2015,1,6,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122,2015,1,6,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123,2015,1,6,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124,2015,1,6,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125,2015,1,6,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126,2015,1,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
127,2015,1,6,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
128,2015,1,6,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
129,2015,1,6,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
130,2015,1,6,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
131,2015,1,6,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
132,2015,1,6,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
133,2015,1,6,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
134,2015,1,6,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
135,2015,1,6,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
136,2015,1,6,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
137,2015,1,6,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
138,2015,1,6,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
139,2015,1,6,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
140,2015,1,6,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
141,2015,1,6,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
142,2015,1,6,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
143,2015,1,6,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
144,2015,1,6,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
145,2015,1,7,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
146,2015,1,7,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
147,2015,1,7,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
148,2015,1,7,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
149,2015,1,7,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
150,2015,1,7,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
151,2015,1,7,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
152,2015,1,7,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
153,2015,1,7,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
154,2015,1,7,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
155,2015,1,7,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
156,2015,1,7,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
157,2015,1,7,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
158,2015,1,7,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
159,2015,1,7,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
160,2015,1,7,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
161,2015,1,7,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
162,2015,1,7,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
163,2015,1,7,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
164,2015,1,7,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
165,2015,1,7,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
166,2015,1,7,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
167,2015,1,7,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
168,2015,1,7,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
169,2015,1,8,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
170,2015,1,8,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
171,2015,1,8,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
172,2015,1,8,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
173,2015,1,8,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
174,2015,1,8,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
175,2015,1,8,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
176,2015,1,8,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
177,2015,1,8,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
178,2015,1,8,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
179,2015,1,8,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
180,2015,1,8,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
181,2015,1,8,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
182,2015,1,8,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
183,2015,1,8,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
184,2015,1,8,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
185,2015,1,8,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
186,2015,1,8,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
187,2015,1,8,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
188,2015,1,8,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
189,2015,1,8,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
190,2015,1,8,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
191,2015,1,8,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
192,2015,1,8,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
193,2015,1,9,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
194,2015,1,9,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
195,2015,1,9,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
196,2015,1,9,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
197,2015,1,9,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
198,2015,1,9,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
199,2015,1,9,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
200,2015,1,9,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
201,2015,1,9,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
202,2015,1,9,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
203,2015,1,9,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
204,2015,1,9,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
205,2015,1,9,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
206,2015,1,9,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
207,2015,1,9,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
208,2015,1,9,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
209,2015,1,9,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
210,2015,1,9,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
211,2015,1,9,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
212,2015,1,9,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
213,2015,1,9,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
214,2015,1,9,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
215,2015,1,9,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
216,2015,1,9,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
217,2015,1,10,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
218,2015,1,10,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
219,2015,1,10,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
220,2015,1,10,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
221,2015,1,10,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
222,2015,1,10,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
223,2015,1,10,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
224,2015,1,10,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
225,2015,1,10,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
226,2015,1,10,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
227,2015,1,10,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
228,2015,1,10,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
229,2015,1,10,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
230,2015,1,10,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
231,2015,1,10,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
232,2015,1,10,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
233,2015,1,10,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
234,2015,1,10,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
235,2015,1,10,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
236,2015,1,10,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
237,2015,1,10,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
238,2015,1,10,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
239,2015,1,10,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
240,2015,1,10,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
241,2015,1,11,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
242,2015,1,11,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
243,2015,1,11,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
244,2015,1,11,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
245,2015,1,11,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
246,2015,1,11,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
247,2015,1,11,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
248,2015,1,11,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
249,2015,1,11,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
250,2015,1,11,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
251,2015,1,11,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
252,2015,1,11,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
253,2015,1,11,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
254,2015,1,11,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
255,2015,1,11,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
256,2015,1,11,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
257,2015,1,11,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
258,2015,1,11,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
259,2015,1,11,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
260,2015,1,11,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
261,2015,1,11,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
262,2015,1,11,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
263,2015,1,11,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
264,2015,1,11,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
265,2015,1,12,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
266,2015,1,12,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
267,2015,1,12,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
268,2015,1,12,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
269,2015,1,12,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
270,2015,1,12,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
271,2015,1,12,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
272,2015,1,12,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
273,2015,1,12,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
274,2015,1,12,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
275,2015,1,12,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
276,2015,1,12,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
277,2015,1,12,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
278,2015,1,12,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
279,2015,1,12,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
280,2015,1,12,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
281,2015,1,12,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
282,2015,1,12,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
283,2015,1,12,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
284,2015,1,12,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
285,2015,1,12,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
286,2015,1,12,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
287,2015,1,12,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
288,2015,1,12,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
289,2015,1,13,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
290,2015,1,13,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
291,2015,1,13,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
292,2015,1,13,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
293,2015,1,13,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
294,2015,1,13,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
295,2015,1,13,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
296,2015,1,13,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
297,2015,1,13,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
298,2015,1,13,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
299,2015,1,13,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
300,2015,1,13,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
301,2015,1,13,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
302,2015,1,13,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
303,2015,1,13,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
304,2015,1,13,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
305,2015,1,13,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
306,2015,1,13,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
307,2015,1,13,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
308,2015,1,13,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
309,2015,1,13,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
310,2015,1,13,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
311,2015,1,13,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
312,2015,1,13,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
313,2015,1,14,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
314,2015,1,14,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
315,2015,1,14,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
316,2015,1,14,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
317,2015,1,14,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
318,2015,1,14,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
319,2015,1,14,7,0.000000,0.000000,0.000000,0.000000,8.000000,3.500000
320,2015,1,14,8,0.000000,0.000000,0.000000,0.000000,24.000000,10.500000
321,2015,1,14,9,0.000000,0.000000,0.000000,0.000000,38.400000,16.800000
322,2015,1,14,10,0.000000,0.000000,0.000000,0.000000,51.200000,22.400000
323,2015,1,14,11,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
324,2015,1,14,12,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
325,2015,1,14,13,0.000000,0.000000,0.000000,0.000000,68.000000,29.750000
326,2015,1,14,14,0.000000,0.000000,0.000000,0.000000,66.400000,29.050000
327,2015,1,14,15,0.000000,0.000000,0.000000,0.000000,60.000000,26.250000
328,2015,1,14,16,0.000000,0.000000,0.000000,0.000000,50.400000,22.050000
329,2015,1,14,17,0.000000,0.000000,0.000000,0.000000,37.600000,16.450000
330,2015,1,14,18,0.000000,0.000000,0.000000,0.000000,23.200000,10.150000
331,2015,1,14,19,0.000000,0.000000,0.000000,0.000000,7.200000,3.150000
332,2015,1,14,20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
333,2015,1,14,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
334,2015,1,14,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
335,2015,1,14,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
336,2015,1,14,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
337,2015,1,15,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
338,2015,1,15,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
339,2015,1,15,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
