hour,year,month,day,hour_of_day,bus1,bus2,bus3,bus4,bus5,bus6
144,2015,1,6,24,0.000000,0.000000,0.000000,83.440612,88.439252,134.581136
145,2015,1,7,1,0.000000,0.000000,0.000000,72.733633,78.951453,125.994671
146,2015,1,7,2,0.000000,0.000000,0.000000,71.828580,79.223400,130.280600
147,2015,1,7,3,0.000000,0.000000,0.000000,63.255892,71.435072,122.510696
148,2015,1,7,4,0.000000,0.000000,0.000000,54.473325,64.440825,119.146100
149,2015,1,7,5,0.000000,0.000000,0.000000,48.931064,60.835664,120.796219
150,2015,1,7,6,0.000000,0.000000,0.000000,55.346727,66.906667,127.742023
151,2015,1,7,7,0.000000,0.000000,0.000000,72.973867,74.510907,138.304675
152,2015,1,7,8,0.000000,0.000000,0.000000,89.737589,71.767689,137.290585
153,2015,1,7,9,0.000000,0.000000,0.000000,105.977579,69.975259,135.692612
154,2015,1,7,10,0.000000,0.000000,0.000000,109.022908,59.746668,131.941424
155,2015,1,7,11,0.000000,0.000000,0.000000,110.059362,51.866542,128.929323
156,2015,1,7,12,0.000000,0.000000,0.000000,109.979351,45.379031,125.987641
157,2015,1,7,13,0.000000,0.000000,0.000000,109.928911,43.407171,123.720428
158,2015,1,7,14,0.000000,0.000000,0.000000,110.695828,45.258948,123.038997
159,2015,1,7,15,0.000000,0.000000,0.000000,111.214675,52.154255,126.420940
160,2015,1,7,16,0.000000,0.000000,0.000000,113.062223,63.614563,133.143884
161,2015,1,7,17,0.000000,0.000000,0.000000,114.224957,77.248957,138.761942
162,2015,1,7,18,0.000000,0.000000,0.000000,112.022977,88.822977,139.213970
163,2015,1,7,19,0.000000,0.000000,0.000000,106.039456,99.071996,139.321128
164,2015,1,7,20,0.000000,0.000000,0.000000,104.990448,104.990448,139.987264
165,2015,1,7,21,0.000000,0.000000,0.000000,106.980681,106.980681,142.640908
166,2015,1,7,22,0.000000,0.000000,0.000000,100.822880,101.023840,135.368320
167,2015,1,7,23,0.000000,0.000000,0.000000,94.124691,94.800171,128.651828
168,2015,1,7,24,0.000000,0.000000,0.000000,93.848931,95.852771,134.483161
169,2015,1,8,1,0.000000,0.000000,0.000000,81.650461,85.348701,126.125735
170,2015,1,8,2,0.000000,0.000000,0.000000,86.589821,89.817461,130.515414
171,2015,1,8,3,0.000000,0.000000,0.000000,77.036792,81.014032,121.276176
172,2015,1,8,4,0.000000,0.000000,0.000000,70.051772,75.322232,117.997843
173,2015,1,8,5,0.000000,0.000000,0.000000,70.708945,76.240965,120.094687
174,2015,1,8,6,0.000000,0.000000,0.000000,73.072166,79.557086,127.692514
175,2015,1,8,7,0.000000,0.000000,0.000000,87.145967,85.195287,140.924783
176,2015,1,8,8,0.000000,0.000000,0.000000,94.619482,76.452082,142.878109
177,2015,1,8,9,0.000000,0.000000,0.000000,106.541318,71.833598,142.485730
178,2015,1,8,10,0.000000,0.000000,0.000000,112.380887,63.629847,138.869662
179,2015,1,8,11,0.000000,0.000000,0.000000,109.679484,52.509744,133.197192
180,2015,1,8,12,0.000000,0.000000,0.000000,107.749277,44.436297,129.021796
181,2015,1,8,13,0.000000,0.000000,0.000000,100.774656,37.398176,126.192634
182,2015,1,8,14,0.000000,0.000000,0.000000,95.120872,34.743372,125.882830
183,2015,1,8,15,0.000000,0.000000,0.000000,93.149414,40.145114,130.595819
184,2015,1,8,16,0.000000,0.000000,0.000000,95.925782,52.591182,138.822909
185,2015,1,8,17,0.000000,0.000000,0.000000,104.186919,71.880579,147.169639
186,2015,1,8,18,0.000000,0.000000,0.000000,101.921141,83.877261,149.806748
187,2015,1,8,19,0.000000,0.000000,0.000000,92.406526,91.762466,150.653088
188,2015,1,8,20,0.000000,0.000000,0.000000,99.380765,102.716905,148.076341
189,2015,1,8,21,0.000000,0.000000,0.000000,102.940128,105.128368,147.465291
190,2015,1,8,22,0.000000,0.000000,0.000000,101.718862,102.853282,140.919110
191,2015,1,8,23,0.000000,0.000000,0.000000,97.305894,98.257794,134.183392
192,2015,1,8,24,0.000000,0.000000,0.000000,99.197006,100.067746,136.326127
193,2015,1,9,1,0.000000,0.000000,0.000000,92.324188,93.195068,127.163025
194,2015,1,9,2,0.000000,0.000000,0.000000,96.360233,97.079953,131.839004
195,2015,1,9,3,0.000000,0.000000,0.000000,88.692268,89.913708,123.956411
196,2015,1,9,4,0.000000,0.000000,0.000000,80.440487,83.511267,121.584289
197,2015,1,9,5,0.000000,0.000000,0.000000,84.072531,86.490151,123.378934
198,2015,1,9,6,0.000000,0.000000,0.000000,88.252853,91.489953,132.776938
199,2015,1,9,7,0.000000,0.000000,0.000000,105.360111,98.932591,144.318388
200,2015,1,9,8,0.000000,0.000000,0.000000,115.595358,92.262318,146.739623
201,2015,1,9,9,0.000000,0.000000,0.000000,117.608532,81.234072,149.463896
202,2015,1,9,10,0.000000,0.000000,0.000000,115.638050,68.426690,150.397721
203,2015,1,9,11,0.000000,0.000000,0.000000,114.285843,60.254623,153.985431
204,2015,1,9,12,0.000000,0.000000,0.000000,112.189144,53.495944,156.500592
205,2015,1,9,13,0.000000,0.000000,0.000000,108.243188,49.969928,159.965703
206,2015,1,9,14,0.000000,0.000000,0.000000,104.273284,48.927224,161.566099
207,2015,1,9,15,0.000000,0.000000,0.000000,107.394253,58.531293,168.915191
208,2015,1,9,16,0.000000,0.000000,0.000000,119.897391,78.914431,181.759375
209,2015,1,9,17,0.000000,0.000000,0.000000,120.290033,93.839033,195.965377
210,2015,1,9,18,0.000000,0.000000,0.000000,117.616513,106.060993,201.012924
211,2015,1,9,19,0.000000,0.000000,0.000000,104.847204,111.727084,202.352379
212,2015,1,9,20,0.000000,0.000000,0.000000,101.291445,114.427825,196.358367
213,2015,1,9,21,0.000000,0.000000,0.000000,87.397104,102.454204,186.795939
214,2015,1,9,22,0.000000,0.000000,0.000000,68.525186,85.237126,169.355968
215,2015,1,9,23,0.000000,0.000000,0.000000,55.546979,72.695919,154.091025
216,2015,1,9,24,0.000000,0.000000,0.000000,62.928395,77.325375,151.090433
217,2015,1,10,1,0.000000,0.000000,0.000000,55.527337,68.956977,136.708103
218,2015,1,10,2,0.000000,0.000000,0.000000,54.305325,68.351765,137.957154
219,2015,1,10,3,0.000000,0.000000,0.000000,44.248606,58.599046,125.966862
220,2015,1,10,4,0.000000,0.000000,0.000000,45.856759,58.946339,122.227051
221,2015,1,10,5,0.000000,0.000000,0.000000,52.198752,63.802212,123.747816
222,2015,1,10,6,0.000000,0.000000,0.000000,60.333332,69.901412,125.095483
223,2015,1,10,7,0.000000,0.000000,0.000000,72.796262,72.587922,129.922763
224,2015,1,10,8,0.000000,0.000000,0.000000,90.032349,71.559929,135.338505
225,2015,1,10,9,0.000000,0.000000,0.000000,114.159171,77.750311,144.704215
226,2015,1,10,10,0.000000,0.000000,0.000000,126.701154,76.654434,151.916845
227,2015,1,10,11,0.000000,0.000000,0.000000,134.071885,75.093005,157.277741
228,2015,1,10,12,0.000000,0.000000,0.000000,132.959958,68.169058,155.739078
229,2015,1,10,13,0.000000,0.000000,0.000000,133.142127,66.873147,155.850930
230,2015,1,10,14,0.000000,0.000000,0.000000,137.950500,71.745800,155.795400
231,2015,1,10,15,0.000000,0.000000,0.000000,138.702385,78.939505,159.793073
232,2015,1,10,16,0.000000,0.000000,0.000000,137.052457,87.639437,165.292516
233,2015,1,10,17,0.000000,0.000000,0.000000,137.586642,100.840602,170.984003
234,2015,1,10,18,0.000000,0.000000,0.000000,137.235419,114.559079,175.274305
235,2015,1,10,19,0.000000,0.000000,0.000000,131.091527,124.099327,172.608436
236,2015,1,10,20,0.000000,0.000000,0.000000,123.926579,123.926579,165.235439
237,2015,1,10,21,0.000000,0.000000,0.000000,120.496776,120.496776,160.662367
238,2015,1,10,22,0.000000,0.000000,0.000000,113.541985,113.541985,151.389313
239,2015,1,10,23,0.000000,0.000000,0.000000,105.338168,105.807708,142.642078
240,2015,1,10,24,0.000000,0.000000,0.000000,105.780691,106.116151,142.606401
241,2015,1,11,1,0.000000,0.000000,0.000000,95.477392,96.346032,131.356843
242,2015,1,11,2,0.000000,0.000000,0.000000,92.719494,94.929754,133.940538
243,2015,1,11,3,0.000000,0.000000,0.000000,79.855024,83.221144,122.181926
244,2015,1,11,4,0.000000,0.000000,0.000000,71.664280,76.495920,118.100026
245,2015,1,11,5,0.000000,0.000000,0.000000,73.095116,77.794356,119.389941
246,2015,1,11,6,0.000000,0.000000,0.000000,67.296536,73.411836,118.266781
247,2015,1,11,7,0.000000,0.000000,0.000000,70.139889,68.246149,118.515732
248,2015,1,11,8,0.000000,0.000000,0.000000,73.628876,56.236796,118.508794
249,2015,1,11,9,0.000000,0.000000,0.000000,82.225533,50.038233,121.826645
250,2015,1,11,10,0.000000,0.000000,0.000000,87.482726,42.725326,124.309101
251,2015,1,11,11,0.000000,0.000000,0.000000,87.801595,35.563595,127.041460
252,2015,1,11,12,0.000000,0.000000,0.000000,83.937913,27.222193,128.060524
253,2015,1,11,13,0.000000,0.000000,0.000000,81.470176,24.544336,130.556315
254,2015,1,11,14,0.000000,0.000000,0.000000,83.527021,28.654421,136.113895
255,2015,1,11,15,0.000000,0.000000,0.000000,93.096591,43.510071,146.475028
256,2015,1,11,16,0.000000,0.000000,0.000000,102.835795,61.631915,157.979620
257,2015,1,11,17,0.000000,0.000000,0.000000,112.820315,83.189615,171.167153
258,2015,1,11,18,0.000000,0.000000,0.000000,120.012773,103.666293,181.850123
259,2015,1,11,19,0.000000,0.000000,0.000000,117.171559,117.004979,185.901373
260,2015,1,11,20,0.000000,0.000000,0.000000,124.539288,127.732268,180.952957
261,2015,1,11,21,0.000000,0.000000,0.000000,125.530472,127.636952,177.204203
262,2015,1,11,22,0.000000,0.000000,0.000000,113.250546,115.461206,161.317142
263,2015,1,11,23,0.000000,0.000000,0.000000,104.779935,106.239295,146.516926
264,2015,1,11,24,0.000000,0.000000,0.000000,104.822433,105.725293,143.976590
265,2015,1,12,1,0.000000,0.000000,0.000000,95.857201,96.961021,132.960761
266,2015,1,12,2,0.000000,0.000000,0.000000,98.126398,99.685218,138.109691
267,2015,1,12,3,0.000000,0.000000,0.000000,91.145469,92.853109,129.496278
268,2015,1,12,4,0.000000,0.000000,0.000000,90.167329,91.432869,126.128958
269,2015,1,12,5,0.000000,0.000000,0.000000,85.752804,89.216584,130.501379
270,2015,1,12,6,0.000000,0.000000,0.000000,66.720577,78.363677,143.295236
271,2015,1,12,7,0.000000,0.000000,0.000000,81.083825,84.909345,159.797527
272,2015,1,12,8,0.000000,0.000000,0.000000,100.924543,86.354463,168.072351
273,2015,1,12,9,0.000000,0.000000,0.000000,116.922318,87.808218,182.430624
274,2015,1,12,10,0.000000,0.000000,0.000000,117.336249,78.418389,191.364985
275,2015,1,12,11,0.000000,0.000000,0.000000,115.983476,71.754596,201.993195
276,2015,1,12,12,0.000000,0.000000,0.000000,124.850999,74.616819,212.858492
277,2015,1,12,13,0.000000,0.000000,0.000000,132.100028,79.865128,219.953837
278,2015,1,12,14,0.000000,0.000000,0.000000,140.252701,88.527361,226.435348
279,2015,1,12,15,0.000000,0.000000,0.000000,137.677935,92.971895,228.692394
280,2015,1,12,16,0.000000,0.000000,0.000000,154.143012,114.978652,235.907002
281,2015,1,12,17,0.000000,0.000000,0.000000,154.379858,127.465358,239.255477
282,2015,1,12,18,0.000000,0.000000,0.000000,161.925830,146.902930,243.910907
283,2015,1,12,19,0.000000,0.000000,0.000000,165.902944,164.699144,246.036193
284,2015,1,12,20,0.000000,0.000000,0.000000,173.771663,176.150903,242.798671
285,2015,1,12,21,0.000000,0.000000,0.000000,172.180343,173.367423,235.113497
286,2015,1,12,22,0.000000,0.000000,0.000000,159.551849,160.051029,215.065306
287,2015,1,12,23,0.000000,0.000000,0.000000,138.875613,139.852033,189.724111
288,2015,1,12,24,0.000000,0.000000,0.000000,132.166880,133.381080,181.888773
289,2015,1,13,1,0.000000,0.000000,0.000000,114.497873,117.272873,165.613831
290,2015,1,13,2,0.000000,0.000000,0.000000,94.840317,103.799617,168.263823
291,2015,1,13,3,0.000000,0.000000,0.000000,73.519500,85.961340,156.087920
292,2015,1,13,4,0.000000,0.000000,0.000000,58.800052,74.784352,152.993469
293,2015,1,13,5,0.000000,0.000000,0.000000,77.029538,88.741938,157.363917
294,2015,1,13,6,0.000000,0.000000,0.000000,82.376362,95.818862,172.566816
295,2015,1,13,7,0.000000,0.000000,0.000000,94.783467,102.353607,195.538609
296,2015,1,13,8,0.000000,0.000000,0.000000,93.147847,88.907347,205.908130
297,2015,1,13,9,0.000000,0.000000,0.000000,104.456182,84.728602,209.612869
298,2015,1,13,10,0.000000,0.000000,0.000000,139.241604,97.920784,209.358312
299,2015,1,13,11,0.000000,0.000000,0.000000,150.174026,97.597286,208.623915
300,2015,1,13,12,0.000000,0.000000,0.000000,154.294905,94.420705,207.130273
301,2015,1,13,13,0.000000,0.000000,0.000000,161.319629,98.134209,207.810879
302,2015,1,13,14,0.000000,0.000000,0.000000,167.650558,104.841238,211.240584
303,2015,1,13,15,0.000000,0.000000,0.000000,167.055481,109.137021,206.204494
304,2015,1,13,16,0.000000,0.000000,0.000000,153.507248,104.843208,190.727477
305,2015,1,13,17,0.000000,0.000000,0.000000,145.091424,108.495864,181.692619
306,2015,1,13,18,0.000000,0.000000,0.000000,134.644220,112.303400,173.385134
307,2015,1,13,19,0.000000,0.000000,0.000000,125.732903,119.749103,170.169470
308,2015,1,13,20,0.000000,0.000000,0.000000,122.575408,123.909268,169.658558
309,2015,1,13,21,0.000000,0.000000,0.000000,113.502430,116.224490,164.039521
310,2015,1,13,22,0.000000,0.000000,0.000000,100.574067,104.359727,151.765169
311,2015,1,13,23,0.000000,0.000000,0.000000,90.573988,95.212788,142.413050
312,2015,1,13,24,0.000000,0.000000,0.000000,88.957871,94.665171,145.244561
313,2015,1,14,1,0.000000,0.000000,0.000000,76.412325,83.949825,137.058099
314,2015,1,14,2,0.000000,0.000000,0.000000,68.014933,79.133633,142.573844
315,2015,1,14,3,0.000000,0.000000,0.000000,53.203156,66.408396,132.561995
316,2015,1,14,4,0.000000,0.000000,0.000000,45.315137,60.511897,131.338396
317,2015,1,14,5,0.000000,0.000000,0.000000,50.428793,65.136693,135.875257
318,2015,1,14,6,0.000000,0.000000,0.000000,63.205922,76.530162,146.454349
319,2015,1,14,7,0.000000,0.000000,0.000000,89.737078,91.255058,160.566677
320,2015,1,14,8,0.000000,0.000000,0.000000,108.670548,90.360328,160.946371
321,2015,1,14,9,0.000000,0.000000,0.000000,119.774536,83.786336,154.154448
322,2015,1,14,10,0.000000,0.000000,0.000000,120.453277,71.002097,146.365529
323,2015,1,14,11,0.000000,0.000000,0.000000,120.631856,61.842876,140.243901
324,2015,1,14,12,0.000000,0.000000,0.000000,117.354008,52.260848,133.520597
325,2015,1,14,13,0.000000,0.000000,0.000000,115.663093,48.475833,128.260244
326,2015,1,14,14,0.000000,0.000000,0.000000,115.227345,49.343145,126.993526
327,2015,1,14,15,0.000000,0.000000,0.000000,114.566432,54.861552,127.882470
328,2015,1,14,16,0.000000,0.000000,0.000000,115.109575,65.049135,133.014047
329,2015,1,14,17,0.000000,0.000000,0.000000,113.454829,77.105889,140.661386
330,2015,1,14,18,0.000000,0.000000,0.000000,112.142219,89.586859,142.381279
331,2015,1,14,19,0.000000,0.000000,0.000000,109.869588,102.875528,144.303838
332,2015,1,14,20,0.000000,0.000000,0.000000,109.474312,109.474312,145.965749
333,2015,1,14,21,0.000000,0.000000,0.000000,111.652791,111.652791,148.870389
334,2015,1,14,22,0.000000,0.000000,0.000000,106.279835,106.279835,141.706447
335,2015,1,14,23,0.000000,0.000000,0.000000,101.477686,101.670806,136.204808
336,2015,1,14,24,0.000000,0.000000,0.000000,104.345975,105.082235,142.563846
337,2015,1,15,1,0.000000,0.000000,0.000000,95.864968,97.770888,136.714250
338,2015,1,15,2,0.000000,0.000000,0.000000,91.253687,95.778367,142.786756
339,2015,1,15,3,0.000000,0.000000,0.000000,73.457416,81.173796,133.952994
